Trial,R=250,R=500,R=1000,R=1500,R=2000,R=2500,R=3000
10233,8236,33977,45142,58697,171857,296995,296026
10234,6084,12645,52554,109281,321989,174831,344372
10235,5845,24298,46551,134486,173858,191897,231845
10236,4262,18007,68215,107280,200887,248337,521023
10237,3384,56492,69842,141965,199774,620527,287127
10238,7899,23451,62001,62866,117493,277028,471460
10239,4585,14059,51591,75629,135560,152233,400911
10240,2068,19715,50975,66714,505789,168282,360634
10241,5257,20468,43523,136736,208507,350268,548056
10242,5556,31611,60595,208030,203184,311998,499051
10243,8881,34892,123523,193124,203274,523392,331527
10244,4836,25546,62181,150097,118397,144937,1046223
10245,12493,17588,82936,144280,285201,160712,739889
10246,12374,14656,57713,69619,175762,245436,432307
10247,2604,13285,28046,120467,312240,178390,355184
10248,6575,19541,123527,184903,102905,226631,323717
10249,11420,18961,35740,157535,121966,217854,470119
10250,8487,58350,112076,115637,207070,178370,576768
10251,4050,21409,43704,181381,150334,209903,330038
10252,3173,18078,98188,119972,144984,160634,578552
10253,8907,18477,102472,65512,233186,324530,401956
10254,5363,36435,50624,124152,271834,254652,392778
10255,4687,12163,33491,194978,130007,717390,492594
10256,4581,25169,51791,104795,121395,401039,615482
10257,10020,14281,60523,87905,224586,475218,347365
10258,4737,11125,67539,95955,169256,552342,222949
10259,5297,34762,75890,140716,131416,248649,313778
10260,9102,31209,29380,120306,101726,224255,262865
10261,4871,14814,96173,105000,370489,291919,281692
10262,4599,19141,57504,134693,517404,405963,176484
10263,8263,9824,58056,82384,135327,272829,517645
10264,10393,18333,36136,116924,138534,297517,279964
10265,4510,15968,80114,147637,291442,301748,412245
10266,6516,13841,33479,181141,96998,155580,342282
10267,3662,12072,112789,101172,286833,202905,712094
10268,4429,11258,84319,124854,138812,196856,170941
10269,4067,9415,158351,104462,235646,142403,543349
10270,10261,19387,30144,138198,84713,545292,292127
10271,8250,15795,45982,62949,119008,187118,375992
10272,3142,16365,76212,100881,90709,187088,165683
10273,2805,25539,107524,171552,149496,235777,511624
10274,7986,24108,84815,164153,196353,517342,169615
10275,3921,36328,95012,103088,129560,669405,203960
10276,11350,22048,51204,58091,254437,676781,438320
10277,3661,37669,39760,70444,723070,198476,203317
10278,5187,41176,29443,132183,187010,176953,396690
10279,10559,19367,79497,58581,319889,366524,551464
10280,8551,17047,21648,122394,165342,309527,512828
10281,12154,15983,40872,89867,196370,475167,513025
10282,5505,21786,36617,74331,229187,227440,172117
10283,7002,20637,36724,67979,159964,175071,377750
10284,5481,16433,100283,114388,242250,227999,424261
10285,9313,23609,105559,161312,117727,292945,368562
10286,4534,36229,55218,65579,200264,332860,327665
10287,7449,15453,67067,60520,145265,129338,274976
10288,9845,22376,39308,197894,165869,466773,682848
10289,5935,10721,70263,78619,308941,160872,441721
10290,8359,31681,61066,120912,234190,326186,351015
10291,5195,22910,71540,103759,198490,151256,591163
10292,7920,18841,77244,121769,137120,466891,372907
10293,3293,9524,65441,124157,170223,149540,482739
10294,9103,29139,68593,81630,216468,225061,239016
10295,6341,22552,33587,70904,266036,601132,880767
10296,14374,7593,54980,156966,161571,199953,276713
10297,7758,9459,51993,100095,164375,164628,467742
10298,7060,14727,91687,58566,188899,216918,196176
10299,6246,17331,61242,52088,125557,139149,480649
10300,4627,18249,41739,131274,107107,318507,1075238
10301,6317,23762,84110,57721,132456,236832,153187
10302,4165,12606,126624,137860,241672,186638,322114
10303,4007,32405,110515,79919,96272,460749,256797
10304,3834,20012,106816,217795,168264,207594,236435
10305,7508,12026,63535,138359,243026,511597,226277
10306,3545,27484,127676,133660,197365,205996,359807
10307,4292,27655,48094,123266,168263,233315,247540
10308,8964,19924,144836,91217,196853,158374,332003
10309,6878,21025,64820,246452,263621,269980,185138
10310,5916,20970,28819,118449,141992,379814,825283
10311,4995,16071,38679,334450,121121,238074,343871
10312,2551,14893,47787,301494,250331,245635,531473
10313,5089,17813,88572,125239,149465,257454,603194
10314,4003,12490,56130,84286,82029,550463,382422
10315,5059,17697,52662,108722,117378,409664,225178
10316,5200,27765,68671,105104,109074,248081,258286
10317,3668,16958,60405,151354,251015,231818,228482
10318,4337,13850,46200,176584,119934,171670,260691
10319,3315,26821,91469,123491,384420,156462,193199
10320,6210,14853,72972,112355,138040,263849,473169
10321,6309,16388,85879,135876,355908,226314,229189
10322,13280,57603,93401,73745,103545,154106,284522
10323,2543,10826,74108,125058,109826,205175,245057
10324,10360,28070,53815,120085,132768,172090,240186
10325,4604,10566,92881,118536,143093,253982,446042
10326,11746,14215,49293,141156,214787,265064,400595
10327,4712,30497,28456,84362,622090,150047,142313
10328,8501,47560,68860,87822,167347,224613,485738
10329,4809,20247,73646,79067,200713,184795,197496
10330,5005,23570,36083,146262,125186,241089,489787
10331,5677,13148,59585,163472,466251,269723,258953
10332,4716,15091,43616,71470,226880,175415,476515
10333,4349,13402,41578,415575,153194,347128,315561
10334,6027,11534,30947,109777,228426,189162,381907
10335,8435,25436,49396,240381,137158,229427,1160813
10336,8027,13178,31116,99812,196056,165713,571086
10337,3879,15005,111080,71300,213436,216211,411959
10338,5654,10892,130026,71397,201504,140368,531760
10339,5796,17227,54940,86982,124401,126827,302000
10340,3983,15178,61428,253494,86758,177182,398754
10341,4627,10707,68507,131144,314876,250080,200323
10342,5114,39319,83105,190229,235822,356610,359872
10343,3682,9675,26657,66087,152288,301426,286535
10344,4202,13905,56349,62358,133599,320105,200313
10345,6238,46071,45884,127408,185509,325534,335521
10346,5775,12254,42641,100072,169677,166279,192709
10347,8544,14445,39404,116352,275493,189282,246991
10348,3787,19623,136696,150657,128217,289120,286992
10349,8304,18058,43565,66438,168463,235165,345983
10350,5569,17750,43861,88364,189353,304053,474498
10351,8382,20418,92878,127276,112896,321608,258851
10352,4510,44235,80610,83850,334842,152768,220820
10353,10847,7209,61333,148635,235934,137790,274668
10354,4714,31327,54629,145982,254759,223409,163627
10355,5542,17476,69437,146959,87414,174901,269237
10356,8916,25411,44225,125774,194165,327158,562624
10357,8495,24812,77577,198106,191344,211252,387922
10358,5005,22941,50873,74265,209910,329342,531272
10359,6651,28294,60630,135627,203731,176658,244279
10360,4815,34848,31163,142267,166490,332961,274360
10361,4130,20955,61110,248908,235595,138228,612462
10362,7463,21876,42598,175105,223236,220931,572019
10363,5929,27553,49477,103275,134456,398429,291462
10364,4404,23871,60147,171545,92823,315728,614620
10365,4134,21080,51931,173706,258026,398544,308519
10366,9610,22186,71719,200262,357128,171810,318443
10367,7972,29233,69912,68366,152644,545460,268623
10368,9178,18378,64867,78486,152626,152211,500908
10369,3665,35063,77940,50254,93252,157343,250264
10370,7126,15369,76788,152570,114221,253562,607491
10371,4990,11703,48068,150327,124939,209892,843977
10372,5289,26497,63471,76173,143372,246213,295097
10373,3428,11550,39316,112992,158302,209865,220741
10374,6608,23659,88246,79848,145097,189750,840964
10375,8120,38481,69604,264106,313406,173824,374733
10376,2520,15631,27924,130326,238626,314031,255494
10377,4984,21242,48228,106358,149819,360463,307450
10378,2961,20635,70602,84050,273322,214686,347137
10379,5949,16220,63859,82475,172730,226011,280697
10380,4924,14836,56177,141060,189289,241493,232016
10381,4318,13531,64588,65801,176002,519371,324854
10382,5046,16374,90376,221540,264072,161186,383774
10383,9403,16561,91560,88962,224132,349836,378040
10384,4109,14382,104178,251698,283065,286617,376253
10385,3438,18473,53079,194668,317325,331452,539815
10386,9668,19669,40859,127595,153372,248633,330672
10387,6056,14907,46208,101758,117513,288562,364693
10388,5501,28174,66306,166901,234554,188754,815424
10389,3368,46348,52210,137956,220819,229728,205769
10390,7900,17341,54904,158310,293359,356470,222978
10391,7824,19525,44285,69496,215832,247293,169040
10392,9757,14917,64684,141709,119459,254259,231759
10393,7533,20299,72527,68222,146554,298386,240622
10394,4081,8992,56760,53891,537553,276378,186456
10395,8126,22631,48509,68211,400060,183986,191436
10396,3954,18212,75558,182739,162521,276365,258264
10397,4665,15637,59486,101596,159861,324309,736436
10398,10500,15411,84872,89638,138692,194815,491724
10399,7139,30687,31473,246788,174996,535952,409193
10400,6122,24710,40885,84854,139623,713827,214852
10401,6323,21797,93126,196949,110977,162407,280799
10402,14309,16285,151116,70811,482631,232097,314526
10403,7979,17724,39001,112549,102471,352933,488610
10404,7017,27888,60789,145266,281007,243254,278132
10405,5635,25820,114082,68559,114605,163114,256460
10406,9650,24953,44505,62533,184400,143493,238329
10407,5048,13887,78421,67710,216261,250901,544831
10408,4590,32721,36692,219813,235955,533319,392027
10409,4778,38866,30772,123630,189507,275382,175877
10410,9162,17540,67335,97946,88658,206577,345398
10411,7624,44656,45233,239398,375081,159479,315246
10412,12165,35008,94152,170782,97762,291039,368816
10413,7086,23532,36857,41790,104515,169755,429225
10414,10378,16984,57623,230733,182189,203751,635109
10415,4112,21706,60895,168056,292327,296670,452726
10416,9405,18771,51122,154977,160192,490341,322532
10417,4145,16832,55430,153942,325027,234081,326982
10418,6784,9750,55688,54705,272791,154134,421649
10419,3696,15501,104010,107704,91067,369457,506245
10420,4924,35636,40408,340468,179390,464322,461908
10421,6528,13675,47575,300085,312335,181346,365472
10422,5392,35804,73257,152292,281572,569814,229935
10423,5884,16726,40529,149669,183994,260338,425575
10424,9433,16764,58153,120591,129229,318111,433923
10425,4389,14397,81283,120759,150204,79876,414643
10426,2888,32634,42189,160367,206337,229015,415305
10427,7199,25067,41638,130718,92727,276295,229691
10428,12850,27797,86872,64206,200402,316961,646610
10429,14750,16048,46557,124784,155988,232834,540106
10430,2980,19014,105061,61828,154277,204052,267823
10431,5864,15457,83335,180123,133910,320911,239080
10432,4995,25720,45570,112706,108979,213981,268037
10433,6344,18179,65900,70711,184439,351712,324336
10434,2998,16677,67986,145903,129067,360947,532166
10435,8880,14470,62942,84778,146321,155096,302541
10436,9018,27922,51369,82347,99814,271419,403958
10437,10337,14762,108762,132597,143879,149221,1202522
10438,7521,14185,49099,115411,144081,278589,540467
10439,6674,19922,71221,98680,152027,311747,160325
10440,6507,46186,94824,116890,400900,141448,305790
10441,9910,23651,41278,50352,90253,701093,342876
10442,8725,10657,38532,122385,233128,216113,221742
10443,5157,19232,45701,94437,102818,135375,294216
10444,8176,13555,42564,148856,153104,297739,899783
10445,5330,15038,69976,262415,149319,255234,402491
10446,7184,50468,71510,204469,136257,287030,692245
10447,3461,20029,45404,103838,103272,183760,629369
10448,5887,17620,39738,120125,196994,309556,555349
10449,7175,13325,54826,312595,103937,636279,595063
10450,7798,53571,70178,56829,116735,324362,744689
10451,4599,13674,95093,113910,202686,322313,404751
10452,10111,17543,76394,68317,126612,186449,320689
10453,4992,17978,72332,68894,187516,139396,214600
10454,6718,32362,79325,140694,129101,253203,351921
10455,8515,15930,133396,234066,250301,369771,561059
10456,9737,31741,46301,151663,165285,240318,186071
10457,7908,28662,39990,116406,160343,217443,182427
10458,6029,15295,55224,71573,229386,105762,391785
10459,2835,31851,73792,98055,195351,770561,460878
10460,3400,23097,58762,112719,176328,128283,645480
10461,6709,15466,60103,97714,252668,127929,237956
10462,11760,29098,91697,86333,193565,481536,274228
10463,4697,20999,75121,113325,114329,214572,385355
10464,2537,18431,48760,76512,290194,288582,360989
10465,6169,37478,120763,247392,112868,149613,670285
10466,3716,15638,59612,137878,311294,275411,254325
10467,8591,17541,69167,65334,224318,272813,551806
10468,3988,13330,54959,255117,151016,319767,465029
10469,7868,28219,57589,133453,427554,160128,316473
10470,2787,19858,28007,148930,88312,480114,231612
10471,9698,21555,46677,97450,249288,274541,325330
10472,5117,19213,89167,217135,203079,274386,338592
10473,4179,29754,41926,45029,309381,153846,150151
10474,8751,44596,42891,105451,257363,291645,407863
10475,12244,17755,44967,135798,173193,297699,398426
10476,7008,17564,88083,123501,107618,203236,200749
10477,13374,35174,39466,141007,118398,302277,352671
10478,4476,15002,108054,112824,261769,171024,351421
10479,8922,15889,130877,98892,187237,224322,359247
10480,8686,21180,43675,57535,122000,482796,441141
10481,5898,21870,161176,60529,187820,258138,355960
10482,3890,43098,61083,101747,199844,204628,321846
10483,6423,15848,103294,108806,268254,277378,553898
10484,7689,17686,39109,79238,241455,395427,308895
10485,5465,10131,84743,51284,177694,592485,390125
10486,12048,29927,91044,65048,236324,228904,323881
10487,8087,13354,93201,143868,177496,349446,171449
10488,16775,20789,39045,253294,152240,243740,420439
10489,4977,10617,89081,165805,371010,174188,403005
10490,9483,21866,41236,129696,243114,307483,153530
10491,12276,19437,62797,99858,128207,309757,294089
10492,3258,19850,50807,296034,205957,326649,308156
10493,4428,33123,28489,210321,151711,127240,254055
10494,4019,22128,51074,177171,181193,224836,177774
10495,5180,10566,100260,170452,180088,221027,390140
10496,6784,9011,118311,125897,194735,198084,586538
10497,7123,9898,56048,54036,177720,275380,567811
10498,6557,20224,46378,113215,272186,364181,353945
10499,4205,19035,38566,116329,93511,146949,228166
10500,12047,11794,48445,105134,341348,201259,363108
10501,7533,17045,78285,102393,146594,168804,270374
10502,7154,17318,69119,55773,126182,111778,657342
10503,4953,14691,87684,157928,139662,324234,454977
10504,9130,14482,33092,130526,124850,526826,225009
10505,7208,8928,32313,50283,240894,397975,370036
10506,13266,16751,174115,193229,129976,108701,328234
10507,4452,13281,65856,88784,230095,194922,338170
10508,4987,24063,120508,71202,198707,125473,332817
10509,3276,30168,51741,165111,164679,194349,310366
10510,6116,12090,119314,244949,104362,200067,349375
10511,11596,54715,63983,175041,222259,120073,303345
10512,6237,18321,87639,72382,384851,323568,285992
10513,7817,17292,34246,121655,321375,392481,320037
10514,4183,13959,66403,185903,96836,165896,234524
10515,6162,26154,60407,105984,328158,332984,487670
10516,5836,10859,41349,81106,364464,485862,499884
10517,9478,19007,102967,82633,120913,452640,295284
10518,4470,12230,26115,279602,171453,375435,428848
10519,5225,30616,27380,98134,166601,198838,338094
10520,8240,9428,33899,72252,188869,191540,717941
10521,13770,16415,52577,112974,188069,372656,281450
10522,5960,11089,40380,120437,217286,235048,336181
10523,6036,24781,78808,84395,107321,149933,407714
10524,10324,14011,70281,146898,433050,375808,238104
10525,6101,16684,44273,82150,235152,198938,387736
10526,3736,25991,58032,84372,253218,188216,191578
10527,7767,14767,44285,91868,117752,216415,318895
10528,4680,27518,40281,127781,109452,339923,321328
10529,8036,11714,47378,111447,175498,536706,305442
10530,7699,13197,61000,230491,297947,147321,385556
10531,7998,16035,76786,239860,150002,217995,583554
10532,8960,18980,36992,102610,248422,299857,148316
10533,4654,45006,40342,102318,149333,421975,390328
10534,17339,14715,63435,63048,211224,202069,512956
10535,6655,17194,87289,259835,236359,422124,331156
10536,5536,12708,88309,221895,311037,282850,398866
10537,7026,11123,72851,73160,137748,230965,332623
10538,6860,15670,49677,148549,120115,158708,204738
10539,5621,17794,103058,120436,311266,613398,297977
10540,4202,14192,125410,129812,115716,223236,404831
10541,8759,27783,72110,146079,126285,243323,164442
10542,3715,24601,71439,65891,89277,286236,251006
10543,13115,18887,55608,164709,164891,171835,513366
10544,3086,16751,37407,182587,375451,346248,364458
10545,5749,36660,82522,161929,119610,178224,291039
10546,7158,17795,54316,229369,123603,217964,475045
10547,12233,20375,66930,174583,174505,275882,172658
10548,6227,11217,53964,115140,233452,183925,957725
10549,7338,17065,73312,375526,83572,151910,374308
10550,15431,14187,47923,132133,128270,341313,232713
10551,4583,14930,65664,120435,388739,357679,221319
10552,7227,13953,69017,53746,325799,197778,145644
10553,3258,22343,31949,132154,169862,420481,373343
10554,4759,24650,64664,130372,289455,199760,267488
10555,3362,16500,32460,101201,228070,263913,326775
10556,5000,27590,77734,65267,138901,289091,354509
10557,8181,13178,39817,116231,202377,95417,590000
10558,4549,12885,112623,88057,138662,253315,653536
10559,2773,18968,41982,122200,106695,415480,284920
10560,6271,15616,42034,100860,255832,173571,228932
10561,11091,42782,50893,56949,150173,301704,451713
10562,7373,12129,90202,163598,119750,193417,401889
10563,7125,25027,56258,114916,142978,364242,501776
10564,2972,8641,57964,124701,94669,494065,183171
10565,6590,15138,42552,116633,67903,279654,333316
10566,5041,11139,105082,63784,321234,158148,275822
10567,9447,36169,65976,77453,170297,239460,277512
10568,4998,17343,62153,133907,316261,178464,665858
10569,6029,11529,70510,68347,306292,214914,312145
10570,3511,13855,56307,183766,217216,346886,590363
10571,9649,15423,43986,104829,212489,162101,325497
10572,13290,13526,38477,71352,130480,297948,409516
10573,4865,16849,68976,113597,232702,119151,488842
10574,8568,17880,44381,109810,336201,299610,610672
10575,3378,18629,87854,187912,155247,151219,445391
10576,7306,49920,83274,112196,113499,425819,494432
10577,9184,16733,45087,73747,214748,117157,215903
10578,5301,23031,166707,136088,151853,327188,577422
10579,4233,23922,61209,87996,120440,456942,558681
10580,4165,12595,83102,92655,96136,184406,442373
10581,6688,22087,44109,105029,104169,363849,656280
10582,6530,21195,38473,108522,319149,208478,284282
10583,10830,8901,36260,118657,337104,333853,365296
10584,16296,30834,35198,376534,95750,738675,257681
10585,5040,13096,75015,62993,179367,204252,436204
10586,4448,21519,31457,111206,314922,118631,412554
10587,6766,14310,30286,87845,208473,219646,555408
10588,6156,11868,39967,103077,133097,314634,285418
10589,13971,21412,36864,107795,166003,400710,150702
10590,8554,19740,26385,191730,345082,295330,225481
10591,13678,30164,58642,105211,91696,266395,196546
10592,2888,12750,23804,91423,121326,183129,588121
10593,4249,17457,82724,84873,235593,394849,166851
10594,8142,14122,46227,143005,110672,206079,314351
10595,5377,17326,36996,122777,171208,284382,280209
10596,4308,13535,51556,84426,205834,165314,263178
10597,9270,15110,56042,200320,145340,158358,189378
10598,4503,8533,69709,74057,167959,229147,782506
10599,10511,17482,119181,92902,132432,281176,229770
10600,4470,14879,33345,129779,137643,594402,216675
10601,10733,20763,30526,136331,237996,236174,633076
10602,11220,21733,57000,118782,146881,190141,221633
10603,6202,17441,57607,154564,136824,144990,408513
10604,4779,16175,50696,91570,105075,613468,128856
10605,5219,13727,91740,82336,197567,412710,378143
10606,6406,26861,70652,100894,109145,248779,770850
10607,7388,18743,40086,111790,179365,157483,403340
10608,5764,22388,43935,74924,234364,404066,234513
10609,11177,22652,44419,153126,59227,220274,205882
10610,7523,12551,105494,123162,161488,109630,227327
10611,5516,13980,85090,114935,238567,670680,345921
10612,6130,18905,100593,156681,340145,343556,171637
10613,4969,15551,44595,84254,98255,218859,252216
10614,8241,25346,78335,137369,144364,269534,333412
10615,5702,21307,59183,114639,266321,159759,310922
10616,6408,42435,62443,60773,142675,260789,186819
10617,4047,21293,52532,210424,77952,256462,141624
10618,5114,9004,49038,48231,395234,375078,380054
10619,4729,36194,80987,78199,114199,303588,214121
10620,8468,18521,40369,102040,186521,337470,462947
10621,6714,37718,93790,48164,272527,263877,321854
10622,4121,71817,39507,118308,152319,292696,268748
10623,3630,27660,115350,82377,162874,207728,523913
10624,4736,16835,68976,173238,235945,292629,308800
10625,7629,18039,24218,172301,183839,304364,767797
10626,6054,40109,19097,61502,296482,531638,565186
10627,6109,12828,42654,114196,139351,230977,435672
10628,4760,18838,62243,167224,201780,149577,365212
10629,3002,13370,67428,84041,297633,213412,654035
10630,9187,42662,55012,93603,205629,154729,407866
10631,4067,32914,56280,96472,333137,207811,458702
10632,16787,11407,121529,124539,198108,326472,318252
10633,9364,18873,54904,128551,270756,271191,386762
10634,6161,17104,122534,59506,225022,145406,165069
10635,2768,30825,68277,94519,231582,202307,702498
10636,6714,21937,49490,96252,297953,119896,357399
10637,4708,21612,44273,130351,211368,680125,414252
10638,7889,35040,64826,143849,101401,403406,270709
10639,9421,29435,53093,68272,107777,278869,259609
10640,11295,17283,48543,93526,342937,177994,381200
10641,5523,12432,181113,85954,165613,173063,272165
10642,3587,22368,27693,92989,80843,255837,346752
10643,4968,38784,48662,101775,113646,275955,397942
10644,4055,19389,85581,87838,194997,255337,965727
10645,5494,17347,59252,252902,179415,181186,377968
10646,5497,15632,51743,90401,231283,172150,466995
10647,14054,21432,84475,215418,308069,539894,248929
10648,6183,28404,67146,77852,126817,232844,289544
10649,5646,14451,86048,84934,187049,183690,983641
10650,7065,18393,89510,69575,267008,317441,338595
10651,4864,21253,61160,85615,251236,399492,535842
10652,5893,14831,52996,78282,249732,469937,419293
10653,6513,6515,31627,117489,311567,358977,567834
10654,6504,17322,32709,94282,146898,243076,450370
10655,3031,9748,44683,59198,133870,353726,256641
10656,5652,17556,31734,188140,248078,202622,334369
10657,3029,18506,56235,86522,180154,442469,374069
10658,3826,46502,56511,118638,107170,230881,293602
10659,5375,19033,103333,120540,229198,311412,196326
10660,4562,11737,32674,149665,183014,261858,279908
10661,10601,16898,181035,184376,211501,246854,404377
10662,5123,23818,33907,212287,162631,347374,306774
10663,3483,18443,64812,142870,116173,447270,310007
10664,4522,10622,61826,103155,184635,213703,306176
10665,6364,10032,27690,197193,188128,351546,303166
10666,4616,13642,40495,52999,149792,260639,266507
10667,10009,12934,63057,143052,247883,402881,627357
10668,4177,37639,32259,143136,109697,200057,243902
10669,4941,21037,49390,139778,209016,246834,187524
10670,5705,21358,130738,131938,197050,493448,372504
10671,11921,11319,57674,175478,157551,158791,629773
10672,3604,10786,69818,143346,268242,216996,356658
10673,3609,22862,53436,191917,74843,165539,462506
10674,6520,41270,134979,144033,310762,166388,247429
10675,6112,14087,87092,291342,119435,327819,409251
10676,5808,28080,22470,67031,163314,154285,226858
10677,8915,13612,32267,46331,594850,304470,270164
10678,4321,19264,37542,113362,135731,576840,254469
10679,4127,23869,70574,118696,117460,198016,221975
10680,8439,19121,51207,75906,106978,205246,291476
10681,4827,15826,30816,91374,219800,149590,395289
10682,8670,11669,71802,124356,187765,949200,497365
10683,4517,20685,67383,79301,216000,266139,181471
10684,6111,23923,59841,113103,316130,285329,370764
10685,4227,24717,32832,95108,158757,228980,262117
10686,7658,18385,114460,227345,120433,220685,307955
10687,4946,17676,66858,116339,129182,962576,672391
10688,8329,12388,84354,69234,156088,242437,375867
10689,4052,43418,80464,73194,256472,213235,818357
10690,8751,13561,61722,150028,171007,228557,298577
10691,11427,14611,46257,62156,285593,249359,539228
10692,5699,24487,56914,66123,324933,183558,393989
10693,11459,14165,79459,84467,141397,212885,371533
10694,11038,14541,62202,115280,163184,150002,174357
10695,8228,13123,101619,66636,113521,263216,292698
10696,4070,11148,56543,96181,146242,198865,244331
10697,6760,16673,86518,115537,232950,369292,442044
10698,3907,18743,184403,113828,65172,169253,593479
10699,3464,15269,33783,176216,268428,203519,430350
10700,6532,28394,115135,58640,185378,135456,510453
10701,5743,27003,26601,100759,126332,172053,319395
10702,3458,12664,48950,97384,275757,198345,263639
10703,5280,14599,70857,72571,175104,199382,476118
10704,3674,24693,46421,133356,180270,110714,522393
10705,3676,12869,63711,144033,161438,431294,358317
10706,4427,12932,48036,97804,108123,144085,315294
10707,6363,18418,49829,76933,170526,101225,422110
10708,4564,36270,98873,126279,108807,203093,238576
10709,6307,25664,87989,83796,165497,192165,215292
10710,9797,12428,95550,90441,101057,208455,455947
10711,9506,16933,51122,166780,185821,258087,267548
10712,4886,18335,41738,204267,261355,241275,419930
10713,5803,35173,74048,65264,222698,623032,262783
10714,5322,24396,65754,97773,269994,89657,378046
10715,4718,30606,65537,296763,124654,112032,306691
10716,3076,15313,66693,143465,339991,144249,396366
10717,6652,18565,43271,183070,216393,245476,451383
10718,4302,13471,63386,111802,280981,392117,383529
10719,3450,10868,49662,93544,159532,205172,280457
10720,4780,19132,47084,150311,403908,203053,258327
10721,13779,25155,53163,110530,444501,180997,304552
10722,6589,27861,36903,141684,117285,288125,362316
10723,12828,24060,36944,59878,240378,179656,322139
10724,4978,23956,46247,70013,301304,195323,422588
10725,3114,11177,64657,177153,156403,431598,305295
10726,3698,20452,42966,53747,170473,239805,167075
10727,7656,17298,100080,137708,80703,167572,579263
10728,7542,25886,65006,151486,108159,493977,394070
10729,8360,12961,57752,94471,74169,389646,424443
10730,4341,15316,53723,113369,107651,356060,339881
10731,4724,21565,81724,140220,115817,119612,238648
10732,4804,14519,32535,133654,307579,593039,286272
10733,5979,14648,51320,248690,219397,400904,244682
10734,8561,15003,34220,235684,160869,283616,383699
10735,8531,13148,45754,103385,222126,268197,248372
10736,6345,13167,78956,120501,199749,369611,388596
10737,3060,22323,105921,152600,192378,466791,305817
10738,5687,24057,72304,51798,122322,250837,458300
10739,3372,22283,44207,82958,277775,379282,411958
10740,6134,16244,83374,120151,165905,211060,288849
10741,3795,19350,113624,123811,143005,237291,352988
10742,10107,33004,36070,117275,238112,142422,594563
10743,7911,28754,48353,338844,219119,295261,497572
10744,4822,20476,65340,160313,125923,587608,270733
10745,5729,27599,48061,174662,118191,287356,541607
10746,12109,15913,34475,72506,141201,153372,215770
10747,4105,18266,46941,114524,328803,377125,650757
10748,6560,15040,66825,116878,191854,430923,317502
10749,3391,26974,62554,112209,129411,453211,306416
10750,6108,10738,33496,60472,228041,395171,362504
10751,8449,16996,37075,295811,210352,137539,277185
10752,9420,20156,73698,197611,114279,415660,732546
10753,6521,37278,58498,82927,119330,276101,284650
10754,3374,13550,49482,145153,491100,188002,178016
10755,7518,19323,33741,74398,216337,407461,270933
10756,9729,27057,23058,121907,198708,223037,157306
10757,2904,38604,61528,110556,218757,256915,332664
10758,15451,34841,51402,77465,190610,132550,224910
10759,5766,19512,42346,131143,201230,143325,461640
10760,8792,11767,112627,82927,113303,331530,438450
10761,6341,23273,46032,76675,276117,170826,351352
10762,6846,10828,28085,192730,236450,649746,346085
10763,5816,28158,48339,136026,220853,511541,260588
10764,8333,32938,127006,84451,128066,133250,552957
10765,9687,24515,70365,95323,164786,274374,347451
10766,3604,34331,170814,93996,223290,141992,370164
10767,7983,19332,75989,77543,110051,110148,659919
10768,10396,50141,22010,53889,157041,153058,309540
10769,7624,12936,85266,101801,185886,309252,791545
10770,5506,10350,107743,122211,219851,373460,338469
10771,5213,25442,71902,83030,83095,248918,327194
10772,4911,19896,108149,132255,268364,278531,275953
10773,5528,14372,47938,117173,150750,158589,386904
10774,4393,14862,175615,110486,100020,192388,501411
10775,8531,14092,56001,57547,122061,208089,262645
10776,5524,52876,50988,70072,127086,312306,475552
10777,7527,27796,34058,121260,113941,176211,348815
10778,3775,22701,28965,201903,184119,242646,416998
10779,8044,36093,70010,215648,298683,396233,503071
10780,6276,20719,55938,70377,185797,718534,368707
10781,6806,38733,40960,68529,158761,309104,281681
10782,3779,27770,52387,107935,168140,240249,305676
10783,5580,25581,33104,123811,390275,455757,364993
10784,9238,37314,60528,116822,171597,231101,246606
10785,6317,30733,39902,198410,172668,162404,247589
10786,5077,28219,156432,92008,182084,180431,208703
10787,22753,10241,39896,88207,118366,136556,578113
10788,4502,18650,115269,118785,307117,148890,293439
10789,5549,32417,121848,174787,100104,227853,738328
10790,3925,13572,49252,303602,258425,244046,429023
10791,6025,35637,41442,157059,83830,930662,332815
10792,4695,25693,51465,94801,248045,487587,163275
10793,4194,10440,120798,108470,139599,168853,361315
10794,9487,18601,40733,183289,185242,206365,209768
10795,3088,22733,38820,83766,357042,153101,479552
10796,6533,14683,49265,104943,208650,257911,199928
10797,3256,15582,53568,85423,144575,259890,175561
10798,10277,11862,98758,75671,125333,200474,289329
10799,3562,14955,77466,68362,223090,219382,423917
10800,9162,21896,29210,77034,136031,334983,314295
10801,5446,10533,48740,245885,206809,325019,309044
10802,4325,8079,56470,244779,227721,334894,702790
10803,4673,21443,50074,121145,188050,368277,282756
10804,5299,38258,59619,155778,177482,114613,673871
10805,7519,12487,39639,82760,110590,241758,282660
10806,6077,22543,56382,37720,633215,267199,577813
10807,6376,14138,79153,94297,161274,234505,348350
10808,6942,24530,135047,136577,161104,186042,430246
10809,4022,23558,59584,195511,123144,150307,614197
10810,4036,32889,160892,77917,135813,488520,519817
10811,9105,21628,112800,324516,97444,300552,186595
10812,4421,12144,29956,106664,229689,176292,521987
10813,4218,19816,79270,132457,129947,201142,606610
