Trial,R=250,R=500,R=1000,R=1500,R=2000,R=2500,R=3000
6607,5377,23048,53176,76408,159597,222923,269858
6608,5229,18189,67829,130898,273991,121444,267375
6609,21369,18813,82435,86845,177602,203088,1079584
6610,6827,18669,36725,165711,210816,296270,392491
6611,3420,22757,65570,83879,277474,221842,313027
6612,4096,11543,50132,104867,281207,258629,749248
6613,10599,16619,64437,142140,237796,105365,665716
6614,5464,15429,38121,263918,350502,273091,403889
6615,8281,24370,42206,149519,104125,142889,502969
6616,8122,35770,55858,130165,327378,118564,1049343
6617,5054,13680,63728,181117,115898,233703,300966
6618,5777,12957,44864,57359,101085,176933,368134
6619,6385,23806,41630,123560,225325,312154,306671
6620,3540,10042,101715,93517,289571,140991,382653
6621,10585,15910,94020,157089,113400,223576,342049
6622,10085,18390,58676,116099,98825,244013,465210
6623,4860,10839,46243,99845,188201,160620,330963
6624,13006,15826,71003,116382,109461,237559,458307
6625,15674,16067,68502,199323,99090,222878,165065
6626,3789,11931,50379,126049,267279,119220,715597
6627,12286,24434,146950,131627,104249,153764,362555
6628,12115,9181,53372,119253,139344,119976,251090
6629,3915,7512,54524,62220,170466,192672,318043
6630,5300,49190,70664,56537,344283,287051,985080
6631,7739,17997,51347,94844,303530,130208,486388
6632,8889,40688,25181,92191,126561,192487,424529
6633,4116,13361,21421,59478,277439,191952,450882
6634,5042,24372,42378,113775,214458,196446,226459
6635,4539,14923,39759,100281,116627,220957,395637
6636,4746,12887,28226,240014,218094,184722,465774
6637,12622,12900,58668,133387,137603,271011,333222
6638,3667,47570,71884,69453,102739,520489,551243
6639,7434,29039,60690,120693,239192,221128,305535
6640,18049,11934,76322,116861,187835,211478,246332
6641,12544,14904,60737,77269,138543,305382,375125
6642,6835,19579,60326,69329,199274,247836,853596
6643,4533,14810,158805,95363,116330,110696,258587
6644,11291,14487,99864,91731,250988,225736,591489
6645,7455,16050,34890,56529,103625,195105,360026
6646,6912,20150,87114,185686,123608,290686,272031
6647,6548,14660,75763,79317,107647,214578,321951
6648,6527,13697,75420,90963,246291,465450,445823
6649,4079,43346,36367,168941,123952,235297,610882
6650,10493,32610,57307,71556,103754,260121,346555
6651,6937,11069,71236,118305,185909,178573,248983
6652,6524,14409,39533,249999,151564,239088,470696
6653,5568,20101,48048,50260,388309,294664,367305
6654,5147,22496,58025,86766,158995,320193,684178
6655,4549,51168,77316,97527,73216,320819,401806
6656,5396,22267,82023,91927,240163,477936,513467
6657,8129,12588,49063,157482,181047,500618,390654
6658,9937,16282,38528,143560,295449,504388,223842
6659,6485,29864,92423,86306,131383,376453,465132
6660,6357,14751,43940,115394,229342,105433,559160
6661,3355,15330,90069,139113,229320,586328,397124
6662,5701,13870,40662,81056,194930,152827,670566
6663,4692,18096,47754,125104,317354,205627,930991
6664,7453,28857,34854,125324,141628,213027,238120
6665,14136,14376,109509,119469,232394,124940,380507
6666,7838,13061,75580,112306,124366,263937,354348
6667,4424,18560,47702,61964,180316,228092,586272
6668,7681,38473,34780,89558,143551,427066,265208
6669,6373,16043,108880,73362,111087,148525,384091
6670,5972,22488,120986,153004,239334,266901,573553
6671,5150,8094,83551,148207,168716,305169,582920
6672,6787,20357,55234,119143,97290,364870,413094
6673,4419,15934,31582,71103,208090,298955,235035
6674,5373,24308,44824,111879,186826,125042,767076
6675,5469,33673,39038,89965,141567,178420,387310
6676,7699,12967,40246,60704,162924,299551,321221
6677,5136,29981,116989,136662,292197,180398,408373
6678,6409,30948,66425,139017,187070,252792,501206
6679,3464,24507,72842,97072,229561,604345,390185
6680,2671,19023,65915,199227,167621,855313,393583
6681,4216,18187,44740,85940,89429,177359,371622
6682,3606,25923,26286,179199,353382,279225,256801
6683,2839,33513,57059,93292,88622,278152,306911
6684,3596,16333,98246,210439,134110,307513,207261
6685,9801,17193,59135,62051,98427,411641,396532
6686,2759,21781,115730,61406,120953,151725,228025
6687,5239,33831,84576,114641,130136,180640,257990
6688,5329,13310,49961,86188,244841,527775,231408
6689,5064,10668,60199,167366,342536,222546,564579
6690,4840,12775,54881,208627,136075,422047,1072520
6691,5843,22935,50455,167597,245047,180612,539948
6692,5363,18471,73197,73782,183421,298684,442659
6693,4556,29432,85025,169166,86718,500248,496559
6694,9470,10583,53348,97950,138181,195279,152722
6695,4881,9435,76973,55603,180800,203873,736198
6696,7097,13731,52335,132640,130292,239282,224169
6697,8121,22843,71413,113800,150922,376870,414979
6698,11539,18007,84092,63181,139524,324064,355523
6699,6049,22590,73574,197021,238947,312537,302657
6700,10825,20047,31893,144889,152367,193702,326970
6701,11140,13905,59170,75694,138750,383003,306251
6702,4154,11293,60422,64174,170660,202131,445880
6703,8374,14230,55761,67025,332774,212684,498772
6704,8736,14009,26773,92964,343002,170194,590309
6705,8595,19233,29431,184709,132587,212302,199047
6706,3828,12115,128068,179974,215426,185829,514947
6707,6999,15208,176166,256489,307079,262328,615798
6708,5840,23493,62059,86683,283409,247210,176673
6709,7450,18221,45084,157617,213372,260756,700159
6710,8173,32101,121343,162489,170356,199410,160659
6711,17988,22806,46505,91648,236034,221874,301877
6712,11180,17243,52859,145628,259494,198070,228039
6713,6264,13985,206218,370292,138360,279422,609437
6714,4310,14895,36130,161375,82792,282176,340124
6715,5675,12994,46331,154826,388648,531115,715349
6716,4054,12280,49372,58997,159462,450691,395238
6717,6511,20788,57054,182302,442461,222059,604910
6718,5694,11124,42150,172110,140551,332044,439977
6719,4879,49967,80203,224324,252334,643286,136125
6720,9931,36020,49202,129631,634380,364422,538329
6721,5378,12245,63929,171615,114500,329745,426696
6722,6285,20821,32029,59536,540452,278339,477777
6723,19465,17286,85800,78886,347637,161032,579029
6724,5654,24049,52658,136778,137785,324025,621026
6725,4512,17866,54216,151870,110193,281802,350015
6726,6135,16766,93876,96088,377713,173506,256687
6727,7188,18973,28244,178889,319525,199609,221812
6728,7214,18763,88669,109123,295186,221361,218429
6729,4963,11399,47844,69730,264113,323382,551980
6730,6282,9591,64221,79707,141167,178091,252161
6731,4570,8349,94464,125356,174674,258717,139688
6732,4994,14144,39278,113129,239143,324485,332751
6733,9118,29868,43597,82994,106720,407720,219746
6734,6444,31718,77237,135945,267724,292352,195737
6735,4863,12646,71120,242006,359411,395581,517875
6736,6072,25107,77726,96767,445243,295964,402064
6737,5627,29357,33688,57715,391874,269465,115842
6738,3919,14169,43353,170538,196039,314964,434571
6739,8925,14852,46565,61951,161106,260064,246172
6740,7197,25937,96778,125385,128333,207245,403717
6741,9934,30618,95633,172966,73713,231150,270846
6742,17223,29580,34119,127800,222386,198411,152796
6743,10475,17596,97907,130588,158383,161747,427960
6744,10553,9597,48563,88067,144657,283794,318160
6745,7899,23416,73017,203433,85682,508632,287314
6746,7739,29254,81820,163525,159236,237264,156339
6747,10407,14966,61259,63429,117966,578644,567836
6748,10751,9769,46610,120690,89422,238818,393084
6749,5203,22660,73351,137465,144302,452090,635556
6750,7555,17887,28325,214642,198717,131444,552747
6751,8268,11637,76907,93587,258860,580883,587458
6752,3859,16970,45112,109129,191995,373886,955992
6753,6804,19267,54527,121008,217377,175153,256654
6754,5395,23697,49321,78102,128995,348236,414259
6755,8678,32060,77212,98963,136531,459768,441875
6756,3993,14417,94740,118422,104283,224174,268696
6757,4451,14525,115911,72403,188302,221196,931117
6758,11292,16769,51445,218669,296897,475841,539202
6759,6052,8381,23789,134151,294973,438718,415721
6760,6839,12818,54904,145884,208274,282989,381634
6761,5963,12473,88114,92377,194483,371856,498813
6762,4387,12649,42685,77454,101006,320274,609593
6763,7471,17393,73808,105138,270630,279870,513529
6764,4813,15572,65548,111237,217758,259000,272213
6765,7202,28140,71673,83478,135522,130481,401248
6766,8004,18158,61325,121585,200657,202525,236253
6767,13700,30515,77125,73484,265118,367117,389817
6768,5396,24149,59417,90577,182169,234752,390942
6769,5543,11552,19854,214277,349334,283585,299505
6770,6399,14640,50635,135336,499020,431378,783876
6771,9454,16006,37887,82450,173339,281148,518518
6772,5234,29594,49588,92001,158527,219413,212397
6773,6050,12757,85888,90085,202116,463603,517086
6774,7696,27057,63466,67200,432731,169071,207888
6775,3875,36490,52517,55400,178431,211087,613428
6776,6063,13654,26562,74028,140664,323071,280643
6777,5116,11928,76777,179769,254712,200782,566438
6778,5765,10569,110079,135314,179453,349476,214575
6779,10005,23490,48919,94683,281684,332084,449012
6780,7769,16815,121958,137853,155417,172163,412391
6781,8300,13554,71685,145555,304477,164276,178231
6782,7210,15794,57274,86727,168590,346627,354794
6783,13578,23289,48802,89546,417163,159888,212247
6784,7836,28863,42673,91064,121741,445859,176269
6785,7479,20968,40903,119316,212612,316525,413157
6786,10805,18775,33408,182504,259812,122514,249407
6787,5289,14441,87544,109395,174720,358514,260345
6788,7749,15846,27135,153389,214116,163206,789773
6789,12590,11825,41949,138255,214328,474576,275850
6790,10630,21646,90647,145546,146014,380262,227964
6791,7079,16290,60711,168134,195969,139159,223500
6792,8485,24683,74848,214717,277953,364592,665024
6793,5652,11266,43053,59182,184466,268358,335283
6794,9765,12311,50820,95205,186634,193151,755753
6795,8298,24876,64856,171469,237809,316601,201984
6796,5047,16681,106428,150275,132719,339564,436268
6797,10205,19390,68137,98511,110423,239732,308595
6798,10687,17253,50099,72675,205235,216646,584492
6799,5567,20860,41891,66339,115892,143200,431483
6800,14868,25679,99495,237190,118361,339634,315568
6801,5225,15293,71167,81836,168218,168482,382783
6802,11398,36069,66683,74199,205331,130337,318487
6803,8675,21814,89877,109607,432688,224380,273447
6804,2837,34165,25186,59882,124384,384971,337372
6805,7782,33400,41903,227510,138977,245213,457897
6806,2970,17280,112120,86913,139940,953546,548550
6807,7964,21843,29460,142426,172979,211970,301610
6808,8721,24135,53393,99209,284988,407830,200227
6809,16894,20760,34709,165797,315397,315678,365455
6810,9200,9580,49783,109806,127993,226551,290633
6811,6638,25631,25383,119266,174062,393204,768602
6812,4176,18112,103106,224614,80486,325670,273641
6813,7807,23551,33388,65040,169095,280768,219355
6814,6981,21333,118807,116781,158288,182083,546432
6815,7800,27396,58740,93414,85987,204751,444620
6816,4174,12700,37884,139309,266029,386742,671483
6817,6732,12152,57120,107513,163667,205902,497041
6818,8075,13274,35372,98992,143749,251838,325671
6819,4272,32434,48407,80296,111292,283743,226209
6820,9905,9651,89061,105629,139606,289683,595779
6821,4099,17035,74192,122020,264148,549562,360464
6822,3309,20785,47697,125796,102250,561444,450477
6823,7083,30804,55499,132243,78759,264446,316695
6824,7689,45446,50300,103638,189499,268383,664002
6825,6723,12905,44788,168578,136749,285428,207212
6826,8074,15909,73730,104964,127820,122275,516794
6827,8010,39359,47653,59729,305613,375474,220239
6828,5111,12537,57099,68050,294883,377633,799793
6829,6315,11799,79135,94056,184098,191532,492450
6830,11958,16816,34467,147062,122376,347216,246714
6831,6799,47447,65447,122774,128089,146273,385152
6832,3266,15904,38729,159992,499091,227329,217860
6833,4689,12149,105664,146119,339475,507225,191592
6834,5896,26985,70960,164171,211179,155458,479569
6835,6476,16176,88738,107301,170110,259946,602543
6836,7118,29809,29723,113281,113018,364206,223339
6837,8593,27597,45805,280234,162961,266489,266579
6838,9729,25770,32863,77682,135657,279660,552730
6839,7754,38073,55968,232444,382756,294949,544721
6840,4129,34192,56467,90983,262024,263562,381042
6841,5042,8787,93557,105325,151973,394219,377274
6842,7297,24863,38855,98823,81348,317889,268009
6843,4081,21344,47789,255333,174071,260991,216221
6844,4395,21251,48956,206618,496892,340449,379419
6845,5134,13773,27632,186229,319123,172890,400264
6846,6736,9897,77196,106552,290901,332755,287432
6847,4457,23430,146682,148670,299467,110790,449451
6848,3777,27346,52809,103781,130316,363811,236319
6849,2671,21812,46667,196379,154522,387545,370801
6850,6604,18375,46512,62044,240344,631847,226706
6851,9609,8583,67531,140497,167640,183655,218969
6852,5231,25832,46875,68880,303681,382466,1025614
6853,14195,30099,44937,130252,135867,354448,401771
6854,7947,11312,125243,130580,155149,392988,205379
6855,9460,18345,108723,106947,211189,224961,271235
6856,5537,17234,40595,159643,273547,192967,421871
6857,6613,24260,48385,118845,189000,302747,653050
6858,10146,16400,42615,164208,182868,725155,635936
6859,4425,13070,64847,118874,156015,201232,308080
6860,6331,19438,64583,175514,123717,250346,358641
6861,5263,39477,65922,77659,417420,321396,348496
6862,5838,26487,64047,70093,221834,245564,675182
6863,2166,12733,90113,156267,107869,416455,266337
6864,11227,13186,33256,76140,226747,243788,255519
6865,7254,21177,63943,95190,201101,372454,193071
6866,4569,13597,133151,114758,271002,160833,272904
6867,5020,34998,84031,207228,399440,311393,355140
6868,3140,27691,77269,94035,220106,164245,451622
6869,4835,14428,100460,72422,154071,512494,300165
6870,4596,19109,40190,215937,108551,166375,317038
6871,4438,10879,113928,82309,134123,179530,152885
6872,5175,14710,114893,126778,188970,159336,556943
6873,9947,23579,55032,91061,129001,171651,406771
6874,4765,13100,72965,112453,214702,222375,233558
6875,6731,19673,48519,130290,253364,430128,372646
6876,8404,29565,123292,74368,163810,191381,229102
6877,3062,46056,54005,81327,121064,220841,273017
6878,3804,14882,39385,169596,176825,277916,576697
6879,9436,32650,49507,192523,192604,173458,264806
6880,5384,21679,52135,102884,181529,280443,340428
6881,3441,17034,33150,65689,375146,191581,460705
6882,3620,26210,55099,225776,303798,322556,160502
6883,4680,25989,70809,145659,166727,252783,442628
6884,5458,24494,52200,82511,187444,415020,644271
6885,6670,18918,85866,49971,289085,264972,343087
6886,4546,30004,48197,180408,62568,407224,259723
6887,8667,13280,79331,180398,391234,284246,525080
6888,6909,20217,80893,160259,226566,231243,209799
6889,5308,16269,74227,127806,127685,465772,336424
6890,5560,29541,51978,111185,139764,111749,247160
6891,5394,17516,61512,77150,92773,289389,210332
6892,4478,17472,87535,164898,140474,153026,284849
6893,7778,34128,94571,259917,108337,285627,349953
6894,5009,11765,59701,76666,158271,149908,676175
6895,5610,22043,77924,68258,160136,424062,272907
6896,7851,15634,86566,155587,198345,217654,543980
6897,10726,14947,42395,161510,164405,260216,520126
6898,5570,12101,55996,132784,229903,277189,212683
6899,5300,32694,33923,225518,80135,255621,222306
6900,4559,11974,32196,88589,233937,329094,225308
6901,6888,10359,64893,83659,255786,391913,335963
6902,15353,15261,98932,203088,315910,225667,588518
6903,4010,11729,33396,140082,168633,365110,208849
6904,2658,23545,78204,175121,109380,247747,388631
6905,4672,10549,166740,107373,238704,265835,475157
6906,5585,17696,38080,199440,150141,307630,1027185
6907,6545,28109,112783,84422,181589,415407,251483
6908,7966,21814,48249,83196,339274,311280,216268
6909,5809,45382,50794,67774,143050,484013,562690
6910,3442,20987,69106,118653,280354,233570,434092
6911,12589,24566,43121,58623,241909,119322,345874
6912,5189,21637,83604,139253,233809,227408,442244
6913,7912,14716,25322,67419,235674,250215,466137
6914,2616,44788,37321,126154,159998,180822,396494
6915,5380,16260,87095,77816,227776,151386,473867
6916,3973,33431,37200,115828,143656,374984,427719
6917,5716,14267,78226,66606,314494,600963,437891
6918,10557,23156,50248,147346,351335,176709,177110
6919,6466,23430,66999,102050,165796,395486,402110
6920,8708,14652,105719,71951,91591,238451,693712
6921,3211,19800,53956,79602,230270,154552,359073
6922,13929,23187,135960,232483,150660,242356,177569
6923,17044,22835,48227,165398,232657,199422,302258
6924,3585,29589,117747,125499,109702,407115,218049
6925,8822,16540,45057,72317,111396,234862,303578
6926,4507,20699,79397,116471,119777,277120,273914
6927,5921,26514,53588,289402,216642,210972,518540
6928,5207,25945,71006,69660,149883,184217,515993
6929,10416,25848,62025,163022,418982,117670,401538
6930,4056,9422,37248,204541,137420,466397,506782
6931,7540,19800,50471,211862,319115,379871,516181
6932,8198,17793,36053,79692,161501,196142,260982
6933,4031,20312,104371,100969,195266,380765,240841
6934,4042,13436,118663,123322,149448,334012,435047
6935,5204,12743,170272,117026,80352,520341,671795
6936,4455,31490,49176,96329,367476,397086,555626
6937,4192,13902,69755,165646,130936,198877,215632
6938,9288,28933,122977,45663,219593,309002,394642
6939,5381,13246,42943,121216,270104,144866,246307
6940,6317,12955,38171,104185,100667,108828,325405
6941,2942,11227,47251,99244,455349,425533,258547
6942,5803,39002,106635,109945,243380,495320,688133
6943,4337,15389,52481,74097,223937,248468,426792
6944,6848,13749,77482,60954,243816,294822,534843
6945,3024,40393,42590,161663,133383,158800,318462
6946,9737,14428,100119,117693,98015,334314,271174
6947,3913,8681,115682,143735,258026,265772,676660
6948,2835,16838,90071,79689,130769,228948,457744
6949,4912,19854,48052,107747,205192,214213,306197
6950,10671,14617,56346,94484,354699,648532,642659
6951,5006,18862,133669,132595,224109,271022,241727
6952,10013,12659,39265,101251,130379,351671,163320
6953,10151,44589,64156,181834,110413,160161,402451
6954,10475,32009,35272,72297,244739,200111,425005
6955,9810,15696,30396,200561,226901,319269,337375
6956,10159,22502,65921,152953,85898,244657,354075
6957,12159,10395,122390,119450,220716,408056,356347
6958,8693,11757,56577,97106,226881,689487,771800
6959,7345,27429,43715,221484,343422,400012,100527
6960,2333,36544,68240,64050,125967,584413,295717
6961,4959,54234,53634,71332,125967,347419,437097
6962,4971,15639,60256,94603,145330,381057,209948
6963,6610,18709,111024,152298,167378,209755,331757
6964,11113,12694,66198,301314,103730,266957,387659
6965,6038,10839,55812,93781,137479,284308,248973
6966,3772,19823,41372,85135,178973,262893,704361
6967,12293,19227,50301,110022,405880,153477,461394
6968,8956,8616,88209,198625,124652,422217,357608
6969,8565,13188,29101,99087,244655,213118,412247
6970,12599,24316,55058,59748,143067,155537,285750
6971,5049,14618,54480,181114,121878,302979,200249
6972,8803,20102,68894,56948,152535,636756,241212
6973,5686,14132,166140,74463,122554,393159,242781
6974,5890,25189,72145,100346,365746,184611,388356
6975,7246,20443,61639,117328,112380,267228,229228
6976,5318,18422,79524,136191,213748,209711,343017
6977,7946,25609,61594,125973,273559,151011,600517
6978,4293,12059,68269,119396,136162,182520,335009
6979,6619,18205,101428,76225,182604,393405,568579
6980,3332,26226,55272,134606,217025,256386,192035
6981,3741,7651,32496,81505,516883,218856,518606
6982,6986,6538,44572,105600,213183,233971,232601
6983,2968,22083,27850,106143,205451,198229,300666
6984,7722,16346,74932,111647,275438,890124,202236
6985,4194,18362,68929,211704,132977,543816,222001
6986,5027,12481,104139,103205,163674,165074,362561
6987,8426,37653,67086,149018,133564,207593,289202
6988,5910,17243,86698,116321,98097,229540,242090
6989,6025,27878,49621,221528,262153,469814,222349
6990,6278,16350,147752,84902,307768,223979,322747
6991,4686,39118,48635,68038,224084,227904,361593
6992,8483,18501,138467,47640,182695,328051,193133
6993,6476,21500,149091,159095,86312,188458,444873
6994,4321,28430,98348,65758,162042,249282,943693
6995,3247,27387,126961,44533,192995,254678,374727
6996,6448,22598,121102,137298,220717,235797,283721
6997,4861,14040,138276,165594,102718,358760,262878
6998,3531,16448,48209,46092,83471,226192,326089
6999,7200,27148,101335,68790,206613,306663,921651
7000,5575,7132,73229,173254,121905,254209,226154
7001,2415,19343,76509,101373,212938,176881,357295
7002,3104,13732,37338,123940,310352,294574,391944
7003,7808,9286,35698,134237,149562,366858,282205
7004,11440,15707,55826,151239,93934,451570,224307
7005,5136,30684,114722,165885,134475,128709,394108
7006,5403,29579,121193,116145,252150,148032,347367
7007,6658,23052,52427,247507,491328,252700,171963
7008,10780,12833,170994,179232,142760,365381,518870
7009,3744,30601,21434,75323,199320,213408,651334
7010,7708,21166,77034,62153,95594,131690,287617
7011,7233,37085,61405,80789,79715,211527,370187
7012,17611,22490,44311,70430,393418,279887,394996
7013,5606,23962,45855,68073,263184,267376,320153
7014,4273,14312,49140,128043,94377,281271,183821
7015,5826,27091,30232,80607,118461,320218,198436
7016,6690,16853,62043,123354,280638,176229,361326
7017,5888,21875,49370,93377,158961,280808,134005
7018,4595,15490,39193,136862,252128,253603,480020
7019,7325,10051,37266,160793,171175,482939,367656
7020,6087,12128,81256,197009,153518,184775,272611
7021,5992,39747,26607,66842,126392,109774,687845
7022,5492,12842,39005,168568,164789,206487,619206
7023,4966,26625,91377,126340,231382,303164,288453
7024,4286,12171,52269,101570,206490,207764,524659
7025,4880,24184,94669,120185,141915,105025,410035
7026,17658,16958,48953,78344,257903,360657,382597
7027,5349,27445,54056,97126,245054,288498,443133
7028,3929,17063,31634,208241,151925,223750,305543
7029,6552,14122,56243,67717,272003,278949,235785
7030,11359,24853,51244,261883,112493,720882,397145
7031,5284,40847,28685,170863,201109,235644,659918
7032,7086,22226,67259,76646,219075,156101,176363
7033,5256,16718,48617,102210,186287,155202,368155
7034,4892,39062,45879,62209,155748,270787,258385
7035,17747,12719,40370,158397,203190,509872,271381
7036,6373,14408,66912,52430,343878,434405,164636
7037,5422,10020,31537,113077,216386,333750,176565
7038,4150,14383,51303,159656,112189,491141,254333
7039,5396,19165,31047,93901,148559,204228,212038
7040,5136,13682,36554,117182,189381,204718,229410
7041,6144,27345,47435,171713,257641,537009,256138
7042,2932,16481,17892,73751,129473,160224,251588
7043,10225,38244,141589,155643,286739,149071,170669
7044,8380,27847,55448,265263,300198,187342,568445
7045,7818,16986,47642,66188,73136,285199,374899
7046,6154,13236,46223,91839,143272,261791,229183
7047,3416,7062,42919,70814,222939,216980,332275
7048,7614,13172,45229,151926,391637,189078,318874
7049,5661,13596,38724,67246,174618,338723,598336
7050,4526,55944,81023,174786,100009,211224,546683
7051,5053,11628,44380,116061,120877,375363,832584
7052,7177,15299,37055,243370,371696,386425,1121618
7053,3531,11272,34009,194194,146387,262661,282760
7054,7860,18367,34863,87159,124401,359274,173987
7055,8919,21550,152819,81709,345213,293336,417141
7056,10793,20731,82402,107612,148192,265931,482915
7057,10475,26109,92000,240743,104216,165834,237153
7058,7513,12177,83196,78903,107618,261562,772143
7059,8527,25070,38079,259750,415794,218639,454365
7060,12367,25771,54449,96141,123789,282422,405757
7061,4619,41509,119697,101974,244039,347302,316469
7062,3527,16885,57739,229314,184804,163202,368370
7063,3837,15286,79662,114358,207553,466922,338128
7064,8377,16018,60466,205547,352883,274776,581988
7065,4183,12243,109663,160188,139629,229785,283821
7066,5027,38074,35821,229005,143290,455693,489712
7067,5776,19112,43141,111149,120576,184450,409226
7068,17532,14800,40908,90989,174901,260365,268748
7069,8072,15366,28701,61959,263278,423064,860525
7070,8249,9401,37404,182121,133199,473682,231332
7071,6579,16705,69280,129599,200924,412354,211244
7072,3955,10820,95776,142483,256174,198166,310132
7073,5266,8915,32232,111183,584310,198219,219132
7074,6331,10765,39656,137486,239302,187760,230956
7075,5176,8270,70020,87010,231739,245331,229817
7076,3275,7208,92679,151559,110032,329164,624780
7077,8316,37275,46625,141761,125468,116514,599202
7078,6560,11480,42221,135668,350746,179126,265721
7079,8068,11827,48626,133565,113213,251287,329283
7080,6593,10475,46337,145651,188399,307895,191078
7081,5223,12068,46425,143492,159711,584975,318805
7082,5862,24505,51288,232217,209660,633375,1058354
7083,7256,11015,53807,161720,168094,132209,413605
7084,7388,15045,68516,152470,183700,337987,151680
7085,6745,24251,79878,124761,91632,304718,677250
7086,3876,38616,58160,105215,155831,303584,170989
7087,5219,25675,63445,103300,235240,158619,387305
7088,4893,21995,55761,70410,165164,138893,370045
7089,3566,10583,30670,111417,146982,536240,290723
7090,3366,19193,117032,99456,146316,144117,329711
7091,7922,12618,35256,142305,178904,193720,454589
7092,2671,31481,37110,108116,115461,271644,296496
7093,3701,51137,143293,118677,134610,391097,226699
7094,9528,16547,126458,137856,580806,337883,461854
7095,6666,31313,84740,240015,211794,149259,978370
7096,5979,14635,92736,264694,226580,439549,308989
7097,4348,18467,45803,106292,95068,184162,647378
7098,5698,11540,47193,136801,174279,163957,527999
7099,8224,22061,95076,140460,178000,371481,383152
7100,10040,16115,37060,195587,192617,341569,1209890
7101,3243,15789,127906,71602,241884,200138,412705
7102,3852,18230,98403,76153,583915,337524,252015
7103,11426,12738,121760,228090,127330,443597,315983
7104,13888,19294,50322,68642,80760,370064,345442
7105,8633,18516,40150,78443,203833,328573,326632
7106,7704,12753,63903,53135,227103,183270,378929
7107,10725,27308,77326,70491,163855,384034,272872
7108,6511,21460,66789,102209,152007,304112,267258
7109,14191,35422,122123,135959,117505,298718,237262
7110,3453,17325,76546,106588,140040,234947,280895
7111,5594,41299,62804,86382,125921,369404,676476
7112,7353,45971,79730,106310,116753,292354,464577
7113,7253,15223,77711,74546,370177,297885,363663
7114,7306,32031,187312,151427,248012,471770,366436
7115,5336,21274,69279,232415,157545,228087,479948
7116,5375,35748,55502,157222,187578,217164,495147
7117,11291,38102,113613,303739,137600,258361,241848
7118,4775,23025,131370,144412,275513,525894,351964
7119,13689,17746,80140,103131,120935,271332,251434
7120,5340,18846,30061,107931,150489,144316,415744
7121,8050,13641,48014,94832,119392,451604,828940
7122,3654,28844,47147,99700,328955,375043,219264
7123,6000,26525,36505,136675,161939,243116,384763
7124,5178,32185,73389,80146,109198,398098,205455
7125,6310,11151,77634,202263,132754,224125,399064
7126,5929,13125,141512,95918,232726,346418,199029
7127,4725,12229,59466,100637,284702,250092,720905
7128,4218,13277,60618,213348,225320,228470,592376
7129,5868,31725,50108,125771,131087,105856,166222
7130,12756,17332,37078,107415,129519,567075,373184
7131,11111,19649,85410,67724,208892,232535,481057
7132,4873,22924,76071,124269,118546,424836,548120
7133,5843,6445,47363,213207,167527,208003,595583
7134,4076,25049,63865,94805,193288,166554,286387
7135,4831,19871,36422,179413,125078,330960,298107
7136,12327,27694,66932,70766,127859,311015,158234
7137,5569,29499,55458,93322,376708,428930,214483
7138,4188,18678,33148,51302,143720,277935,274555
7139,5297,14392,49444,95918,321929,476665,608363
7140,8807,16004,87306,199718,251206,202424,323847
7141,4532,17898,55224,205104,87752,158960,287184
7142,5252,12807,59726,86306,167655,217113,187056
7143,5171,14083,33022,153280,155526,183082,542089
7144,9260,8584,37498,61766,252336,268435,278049
7145,8199,20168,99692,95302,134643,212958,563442
7146,3171,8846,69054,184059,100170,207676,612732
7147,4729,61293,58509,69751,273922,254994,221947
7148,5798,19331,116617,58750,298177,173438,330036
7149,4687,26903,71839,80036,150602,373139,339095
7150,3998,23196,78915,88139,120448,518335,231343
7151,3359,33330,34535,154671,171711,88544,411200
7152,7266,19216,42149,160509,189822,131323,357697
7153,6453,28757,68249,160778,303355,205489,442942
7154,7675,12152,95671,195244,175336,436789,188285
7155,6524,47685,168644,145776,169819,301491,310898
7156,3906,14330,56682,216180,196281,164797,335961
7157,6610,27750,56159,86882,128638,503956,273458
7158,4268,38914,36680,110181,126037,522958,450878
7159,8771,17090,42834,111621,244537,160577,338852
7160,16301,21631,85378,57366,125722,581685,244302
7161,5170,28058,71063,251862,249371,232146,282903
7162,5583,13087,78814,135408,195570,218194,643618
7163,9575,14870,120186,74174,165753,167090,343299
7164,14901,15163,46496,152843,101467,288113,627117
7165,3654,24428,34319,83515,272810,368761,469724
7166,5269,21430,29948,227629,163408,283587,345729
7167,5211,29346,31372,131071,477893,199261,201092
7168,6041,72487,68086,85384,140533,198953,315051
7169,9313,16873,54519,167797,137696,313149,430298
7170,8124,25354,77162,110121,119990,312284,318483
7171,4698,15288,53505,115885,249235,416036,388998
7172,6184,14874,59955,117416,130116,240743,538903
7173,7431,14323,61668,307253,171236,303575,259098
7174,3060,18168,52643,132666,149264,222813,291199
7175,18381,10840,36762,253106,142633,268207,509273
7176,5865,15075,23087,100535,154959,425477,356543
7177,7247,26279,27450,107338,92558,393835,254634
7178,6000,23585,52201,80911,163923,296658,352397
7179,5897,39387,66816,144951,91129,111778,270874
7180,3622,11718,50209,166266,118156,642388,241219
7181,4567,17666,111227,117328,225999,203098,354239
7182,6361,26866,63738,82138,90606,237726,346645
7183,13810,19055,29858,263599,165087,278399,190672
7184,3654,25516,81511,92457,193893,399926,342714
7185,3094,20510,32568,172914,614151,311299,237494
7186,3852,13227,46838,126144,183751,314844,252499
7187,4346,17657,68751,134610,191899,192466,520970
