Trial,R=250,R=500,R=1000,R=1500,R=2000,R=2500,R=3000
3858,5580,50536,71714,91548,116410,123309,261877
3859,5126,19891,57524,117554,140854,421519,238035
3860,5532,18013,43795,53665,249494,238997,547235
3861,4534,14833,57539,67886,146519,193666,339155
3862,8265,13973,46220,67493,189317,298681,347437
3863,6016,22669,41652,89016,209581,192309,259491
3864,6765,10438,99713,343005,284940,509990,479178
3865,13677,36690,64611,122332,133277,211033,385788
3866,5334,18579,61135,298969,362017,715374,367951
3867,4447,10340,89866,133300,115907,113317,320504
3868,12817,22748,55206,116073,218095,651426,361137
3869,3508,33723,102745,99933,98789,149875,510682
3870,8470,13028,36059,355831,162175,142455,374580
3871,5369,31868,121263,139954,156815,257647,334435
3872,5657,22519,58911,284957,205948,317440,412920
3873,5474,14363,85704,93135,189100,365742,328473
3874,7513,23409,42507,86931,167635,287924,270294
3875,4762,23029,35454,146046,219185,178315,454594
3876,5193,13786,29230,162978,139935,148149,428098
3877,5832,12002,32257,64742,131094,328536,636907
3878,5488,27721,38056,79899,287460,216346,286011
3879,3914,15380,66489,110323,182670,156862,474476
3880,5017,22997,56446,76861,167132,258091,611636
3881,6252,12116,52448,65354,109255,135059,166949
3882,4318,34301,89749,105045,174969,384470,360111
3883,9795,13301,67479,134423,269579,449225,237982
3884,6864,21381,40544,71248,164239,173036,143169
3885,4956,16063,36922,77130,107908,226058,177288
3886,3193,27125,48204,51441,116042,329595,211456
3887,2736,8790,45433,238637,161884,230412,266230
3888,4845,19961,59706,110322,361900,209190,497646
3889,3017,35213,102670,65303,117838,182219,433960
3890,6959,8751,79134,75626,189562,291092,339487
3891,5882,15369,55946,94647,163350,206417,398924
3892,7178,30797,47815,89371,194315,463275,311160
3893,4399,14577,54074,101460,204249,114339,683439
3894,4418,17926,55284,93591,174568,348840,469242
3895,2925,43409,117703,112080,139670,375190,290384
3896,9018,35623,59273,66927,245295,149973,417752
3897,7632,11377,151660,80682,299950,258769,761290
3898,5429,23698,57972,91519,156556,431657,470965
3899,8052,17505,85025,92154,132253,126666,385227
3900,5166,14711,74379,75936,179250,250175,247109
3901,8925,19453,50678,131570,132307,257368,406957
3902,19152,8581,59257,219787,137999,284916,265831
3903,9133,14072,34565,120102,148906,467969,202315
3904,4061,19012,64912,77326,151559,262253,189319
3905,5978,15915,55121,205322,455926,231975,414280
3906,5857,8464,49865,218436,488630,273506,290195
3907,7518,14653,54740,101487,404290,323738,858880
3908,5335,23399,39424,82467,335444,167007,262080
3909,8018,25656,44047,168905,200018,281525,317223
3910,3891,15857,118492,74191,158108,428538,384141
3911,6493,20844,56989,81580,224353,148575,565506
3912,5763,33279,84210,82611,425729,164929,201351
3913,6594,13849,47608,97526,204624,436845,645449
3914,7083,18761,126154,123824,112914,460540,863759
3915,6272,14524,74494,126213,132153,265726,338692
3916,2886,23989,53832,88318,158806,401217,346885
3917,10889,25878,57991,131841,177709,298448,537314
3918,5063,17699,82358,123908,293389,346113,246013
3919,8711,11386,47418,157676,480331,736311,462209
3920,6750,23488,38589,141138,129426,167797,374228
3921,3242,21859,81372,112257,146142,295011,199103
3922,3081,14874,63009,292803,112524,193290,209351
3923,6317,22255,66151,252388,108525,351853,262741
3924,5309,9761,26549,133724,207134,245496,227178
3925,10230,31570,39170,154240,158425,390054,505694
3926,6815,15224,64118,229799,330964,204866,278420
3927,12257,13826,49616,54244,366243,647810,324846
3928,9239,16884,97071,114821,135004,384791,472080
3929,11385,15784,35420,105510,306165,267132,283677
3930,8206,15630,32112,172868,235665,315982,243399
3931,16045,23723,48172,153725,124196,438633,583029
3932,12065,36782,84905,110306,176146,190282,452057
3933,3537,12738,39031,94581,166265,372064,334531
3934,7834,14310,46801,238335,335055,170950,283531
3935,6602,24511,42180,191642,228459,422591,378599
3936,6930,14258,113141,189676,151357,284497,499514
3937,15137,12358,53323,89985,146244,293768,276405
3938,10866,21878,75492,117571,202245,292285,576645
3939,4499,14553,66401,148658,116083,219633,591624
3940,7021,16377,97779,61294,160488,174098,670172
3941,9812,27080,31363,141099,147123,359709,314585
3942,4331,20828,71564,73115,239191,271212,372195
3943,5087,15822,152077,110794,498279,229964,249076
3944,8376,27061,75739,68623,99547,342347,438772
3945,6227,13487,93707,180225,129894,288014,285840
3946,5382,9137,35889,193313,274296,794763,109435
3947,7492,28529,82795,152644,183448,162495,220116
3948,6395,18250,42048,68418,297891,486758,263734
3949,8201,41307,56646,335176,253228,212984,381500
3950,5434,9496,110570,159117,212518,145843,542463
3951,4324,33456,73504,110891,203455,146798,508102
3952,6422,8706,60245,88757,230492,399609,262456
3953,5756,11988,54104,105924,441155,183790,294607
3954,6174,12460,163190,108816,147556,234141,279745
3955,4905,14959,56715,75161,261297,224401,230719
3956,4866,17763,140149,127579,106767,203599,491986
3957,7399,16664,211014,156040,96080,145968,601923
3958,17233,11957,77347,67210,161222,503772,524621
3959,5182,12718,41111,182531,324186,182014,536437
3960,8329,14077,45112,114027,211759,753579,535797
3961,6794,17395,87643,198798,166222,384643,830078
3962,5443,15897,78847,164327,189061,492939,272401
3963,5344,22560,41511,176039,155883,169751,497032
3964,4032,33057,39290,112897,162093,462554,249519
3965,8926,26634,84982,94476,137223,285435,387309
3966,10149,16678,49134,86714,158163,173280,214126
3967,4337,17437,84549,74817,187093,118878,392886
3968,6233,60242,42825,45427,260184,594081,578409
3969,5026,46594,41795,94551,163635,464167,288245
3970,3940,36406,145138,53310,190855,150323,297953
3971,3955,17686,89217,179290,191368,188202,475465
3972,8456,50985,63773,90691,204676,434056,266624
3973,3462,31501,74715,153174,265144,385244,522607
3974,6419,51262,110951,124878,108241,630338,249550
3975,5413,25121,89754,95779,188974,112743,350480
3976,5601,15687,59457,131729,284185,207154,322606
3977,13823,11691,82805,57952,282506,186404,221558
3978,4862,30412,68288,117379,163478,238457,675310
3979,5558,14054,42827,82777,175640,361651,416495
3980,4538,9525,37054,175072,335614,265315,405629
3981,6293,17553,52429,83563,98488,477370,455211
3982,21880,21833,56008,114619,213371,360432,403119
3983,11993,30725,30835,182717,156783,155414,274872
3984,3973,16752,104733,106275,92770,245818,257896
3985,8381,15099,116313,81068,264230,191882,166070
3986,6099,36213,71517,59515,160512,183128,191165
3987,12289,31887,58977,128947,160728,380150,257417
3988,5513,11183,27407,123156,133385,210136,480103
3989,6951,53176,62014,99047,317050,210090,1368668
3990,6238,42063,61798,99446,201745,178876,449648
3991,11261,19185,39371,127672,266993,175443,329406
3992,7836,19530,29128,126019,130188,575545,374022
3993,3417,30530,100770,130754,126776,238063,356710
3994,8103,38946,73774,101651,378975,294051,242155
3995,6985,42762,66941,149431,179390,286927,328305
3996,4391,21499,60819,154964,474443,336824,242882
3997,7738,23313,73885,133388,281110,249229,479527
3998,4948,30915,50390,132575,267616,417153,187428
3999,3050,24579,87495,91502,171398,296095,242132
4000,8048,15170,84245,121906,201184,566845,366086
4001,9329,21046,42613,154968,197676,134246,848961
4002,3293,14216,76742,74278,183227,268144,303382
4003,9940,19116,122458,230701,532204,329746,591273
4004,5452,34522,97441,54575,145325,194702,157005
4005,4588,8123,83335,135142,176373,387200,173085
4006,10926,14921,152602,229406,76835,252193,497486
4007,3937,22934,42589,97352,190289,178173,393855
4008,7239,18416,84155,221970,108041,376550,439480
4009,7941,23987,32334,169163,191932,249974,441414
4010,9464,27144,50027,83553,125239,530270,345353
4011,3129,11159,56966,143683,203704,237115,293900
4012,7015,24453,81891,94243,392812,140243,270039
4013,4498,14259,72142,164986,224143,261173,408452
4014,3541,23321,75277,93593,199802,206402,320496
4015,7629,22785,60294,79994,182768,138505,723984
4016,7460,8559,86030,82101,90501,129413,345959
4017,5886,26497,130397,83598,123938,202926,501149
4018,3149,15729,83163,113811,345673,401083,293229
4019,3128,10090,59866,166229,165295,199207,485173
4020,3979,17682,37629,143737,97319,355793,409299
4021,9534,16931,176463,71127,522683,482748,317408
4022,3069,21661,38831,110438,394636,281293,424973
4023,3633,17256,32574,72265,286903,389139,260519
4024,7325,16316,120566,59688,88886,360763,380797
4025,5010,41810,57064,116499,234466,277568,443768
4026,5475,20641,46229,81220,174568,244838,286788
4027,5020,15327,81869,134164,204200,356448,462234
4028,3205,9204,34869,149959,184095,256706,453753
4029,4895,25185,50284,53226,178369,216989,234333
4030,3605,13757,39260,88764,297552,530484,587070
4031,5353,24945,72641,238659,197416,434802,558186
4032,8941,18463,79331,55590,113839,220960,514400
4033,15008,25256,71860,106576,132929,387107,377121
4034,5911,24475,58235,77375,130396,392394,355624
4035,7707,25454,55900,82784,135969,357179,544426
4036,5364,17649,57836,54863,538166,346902,511859
4037,4835,23792,65103,106617,159714,472544,348319
4038,2564,9424,72954,151991,209276,196564,410111
4039,4287,18753,46974,63886,248444,180857,321264
4040,5731,22971,103348,105791,336699,212268,181028
4041,7631,34590,49191,269186,207163,259202,440944
4042,10101,36248,30968,161558,243189,376725,170682
4043,10314,19330,89556,103292,378842,223043,279199
4044,6746,21090,32713,76202,238107,263038,449978
4045,9402,15625,47767,108646,222511,266401,291258
4046,7105,25748,41938,91776,237903,159312,158345
4047,15465,16499,63094,101251,103030,126891,428564
4048,11297,16163,71104,117574,170149,491420,259933
4049,4566,31125,33170,100324,371002,743174,344095
4050,4531,18752,54379,190767,339519,295414,359259
4051,8911,19268,87922,93874,186191,345477,717348
4052,8032,31714,81252,112038,391776,371124,324311
4053,6019,9911,31086,79482,87917,368542,603885
4054,6766,21851,46570,109545,128097,258273,387186
4055,9810,20710,97227,82545,416234,234950,309687
4056,5976,13257,40465,266820,207693,646219,223252
4057,6914,14484,106530,150090,162874,131193,201666
4058,5572,13025,57157,167115,65985,236052,226473
4059,7129,17936,50439,141944,265567,303419,400578
4060,5536,11090,59427,235250,242933,228798,367980
4061,8231,20003,40377,82565,202373,296938,328370
4062,3414,14449,71971,70358,140952,140614,354078
4063,6001,43697,76131,69910,248314,527370,280108
4064,9628,25158,50451,131432,160239,235042,414366
4065,7219,26654,78050,161510,170135,947695,451670
4066,5208,56815,57188,82853,138496,185009,237153
4067,8660,10278,29583,63482,506773,222688,264465
4068,5507,15911,24973,142119,379816,372631,217230
4069,7102,13304,62621,108196,234789,336251,256322
4070,4453,12235,127719,103964,152043,246775,210409
4071,6105,14279,48563,87358,191800,390223,254002
4072,10623,19650,34376,144007,122832,241246,260230
4073,7039,8426,47400,113554,286425,279782,248721
4074,9807,42012,37585,51617,369905,480904,231941
4075,5383,17322,44815,138797,314362,139623,479554
4076,2719,15654,66218,121148,265061,287880,497613
4077,7293,30778,73483,155801,164186,276914,211091
4078,6072,16310,58872,183639,149535,115717,176811
4079,9199,13671,89365,100757,189718,327355,292737
4080,6899,16399,112522,132991,132430,248931,422113
4081,4260,22658,31138,59629,246090,334583,292625
4082,4323,17584,20555,131728,227744,372870,321216
4083,12034,15336,85540,82650,166498,158335,225186
4084,7497,13095,58309,131388,189700,157577,432318
4085,4575,38517,98000,125496,241730,181373,429221
4086,8609,23597,62521,70993,185309,259081,241910
4087,5629,21419,29857,64051,176885,331989,308349
4088,7302,12807,62303,122458,85331,240706,720840
4089,5953,11014,53930,126546,170145,240297,387472
4090,9808,24759,86815,220124,185527,176412,439510
4091,3557,25506,41302,111965,154391,452704,277777
4092,3053,24921,46067,160713,102399,106508,616072
4093,6680,13992,53697,189735,197474,442160,636062
4094,6512,20997,78772,98047,342343,253110,886910
4095,11427,44939,51913,92073,80392,221165,570678
4096,5841,38170,64380,226931,120527,499237,182480
4097,9689,10236,35107,58280,129089,215868,403215
4098,3691,14610,42064,92946,88982,285971,442990
4099,10888,17755,28150,178358,120839,212461,686035
4100,5340,18477,46762,120795,329913,363763,337548
4101,7848,16739,17748,195328,321847,177147,658059
4102,5299,19530,26906,130979,136265,189080,286631
4103,7997,18534,120779,181313,153200,300122,305289
4104,5155,10902,74321,115676,223198,315497,263834
4105,5925,12097,55920,74152,106073,275557,538004
4106,5469,9152,64600,74664,111069,252878,371379
4107,11127,22822,44090,77768,153440,299756,755954
4108,4611,16399,46918,136160,191658,189350,479555
4109,6160,11190,51440,101543,174155,173371,172127
4110,10463,40904,41746,135379,145847,405398,557940
4111,13546,14630,22195,106955,225529,438424,476265
4112,3750,20427,32816,95628,94846,565110,534040
4113,11316,20334,22597,79933,197508,198122,218482
4114,12016,21604,53293,106762,219535,265246,271442
4115,3636,16012,63661,89960,482773,242272,846498
4116,4145,16025,67494,118055,306664,349212,605890
4117,6585,17024,74878,167395,91444,184597,212588
4118,4958,25588,62123,112643,195196,229577,372727
4119,5975,10618,85953,86770,242317,215967,180846
4120,13388,20848,39800,247884,177586,408276,365040
4121,4440,22192,57121,242117,171557,306978,305875
4122,6427,9520,46731,72795,228269,427722,261194
4123,4064,10601,77567,97265,134488,205302,235327
4124,11781,21946,45306,149354,61268,274863,200737
4125,3995,16143,52911,84648,98010,432925,190697
4126,5304,43446,78392,98269,173209,400599,293220
4127,6942,14240,87345,119500,172837,240288,562169
4128,10395,27552,83842,134278,176118,365631,279159
4129,8741,12574,86830,109332,171082,259325,262311
4130,3451,23572,75666,73219,154136,492864,233563
4131,4860,7245,43963,144156,252800,286754,422747
4132,7216,32982,38917,107573,123198,254573,415471
4133,11407,17509,50130,66911,103136,158143,397335
4134,5681,17242,50509,118851,193264,416180,553167
4135,5716,29272,34086,90216,311810,394110,457236
4136,4071,12614,81199,172395,116058,244664,453845
4137,7354,21788,58001,174495,129659,223770,356233
4138,8082,10097,83716,75847,266338,317245,379578
4139,11604,8044,42911,69536,379644,277424,264865
4140,3851,22668,51039,148588,104565,181195,827533
4141,6294,10667,59385,239674,112170,443679,188832
4142,3223,18426,22528,45970,86310,212415,282163
4143,3957,9435,99970,122667,84256,363952,218160
4144,8422,31663,115477,88893,210851,117504,334721
4145,12196,22017,81176,136537,84996,258657,213707
4146,4145,11768,56423,132650,229194,365486,213436
4147,6388,14879,69429,97280,320798,314663,247634
4148,6459,7191,60612,159217,175035,223547,765351
4149,6435,28311,28070,140056,171378,258580,319378
4150,10287,18652,65544,67657,330703,294360,757098
4151,13390,10197,103644,76273,190094,294267,118470
4152,5854,15089,34110,178568,127401,158969,290984
4153,2823,20230,54664,208879,182058,389985,202318
4154,4225,8925,49386,120549,301514,141805,211528
4155,3866,38901,73970,53691,90234,175970,256464
4156,4551,24736,89887,84041,135869,347938,385222
4157,11312,19482,31010,227263,96755,220730,389826
4158,5534,18278,42192,100265,173639,402823,256157
4159,10184,21699,35263,88443,248615,236286,524474
4160,5598,25465,134007,134833,499912,129912,284508
4161,7422,25658,32245,62341,68061,258369,360292
4162,3511,21420,171820,159729,253282,503351,411120
4163,13900,8522,91366,165492,140895,434776,253887
4164,5023,11371,43598,186881,351923,164080,343463
4165,8123,12162,71626,179238,90489,157050,248275
4166,5890,30999,21954,68872,237454,413712,227353
4167,7239,10861,65447,93424,140507,131509,765433
4168,4610,50403,45610,55196,150312,139289,834159
4169,8024,40604,63133,262698,331145,198711,389385
4170,5921,26055,88995,90504,174799,134641,185758
4171,8098,16046,56427,70406,140635,274992,722098
4172,4677,19595,39590,121775,421794,260237,573505
4173,3480,34280,76231,158167,138137,294459,771180
4174,4748,12017,33878,233205,158441,238400,601513
4175,16335,10378,86462,78852,359169,335664,341095
4176,7135,43917,80475,117125,192405,490175,336797
4177,9498,16917,56808,107974,200086,189886,274986
4178,5344,12518,65331,63834,349044,182125,543505
4179,3301,10307,27998,241940,155623,343810,532614
4180,8573,12065,43948,212214,161929,365526,507550
4181,10664,15561,30818,247019,278996,202475,491242
4182,6201,28051,36350,49354,137289,268697,209075
4183,2989,19215,55244,92049,157362,222356,552593
4184,8740,14558,126198,122158,129029,275665,233754
4185,5149,16052,65102,58285,206761,276211,206032
4186,4647,9148,115584,165299,143201,181112,286598
4187,5305,11197,50071,85369,342521,425416,330247
4188,2625,17802,83612,153568,115127,241630,434915
4189,4880,22145,46478,189271,74056,152201,342024
4190,8668,26500,66425,117394,223618,145473,307442
4191,4644,24595,57594,101524,124517,288196,376429
4192,4638,22595,78911,62708,184589,122806,602339
4193,5374,34709,75004,111013,228485,684759,444978
4194,5028,16772,56803,75448,210646,392687,199011
4195,11534,25574,60062,62224,257801,280421,253317
4196,7283,14400,52818,63869,67574,278483,129212
4197,4670,15002,59930,91490,114328,257134,320484
4198,5132,12084,65609,150990,303819,240326,210877
4199,6085,29604,58595,149682,175734,264742,273888
4200,5614,19184,59180,135906,212698,187401,300470
4201,9003,20397,41603,86941,151327,234955,355032
4202,8077,16775,136262,182252,228925,232536,186919
4203,7774,14604,56789,133027,511204,641227,464286
4204,9603,16826,29722,157976,102699,322730,234509
4205,8582,38719,63575,82241,269403,250553,289782
4206,6979,9914,95365,178595,346259,658904,722269
4207,8119,23522,114782,66887,100255,331476,355045
4208,5861,22960,50181,130386,246590,460801,222311
4209,7847,13177,93886,123160,103070,422014,316730
4210,5982,36303,67714,82576,130976,295095,540328
4211,8356,17014,48144,115843,289044,344078,407668
4212,9278,16986,70223,93477,196931,333561,351892
4213,8219,15949,41041,94397,211722,297635,825602
4214,7150,21379,93738,121098,179531,235665,237307
4215,14654,14109,87851,114793,467010,264211,357344
4216,7704,11631,74062,105571,300301,228168,607606
4217,5979,18052,35943,86956,130751,256937,421506
4218,6048,12450,40122,72719,257904,196736,358858
4219,12976,20197,43668,179602,218155,143582,265361
4220,6989,18304,68145,137549,196939,108825,813061
4221,16069,12187,77907,308645,125691,250779,344228
4222,3678,19771,87089,102179,173201,207539,172543
4223,6913,13476,71974,99136,142185,202717,254151
4224,6014,14531,47647,104049,154323,435977,318052
4225,10600,17039,172346,139490,188747,305534,313185
4226,11772,26448,85351,36026,145017,220959,317562
4227,3997,23410,34583,96692,89303,271692,562692
4228,9908,19687,122083,119212,214353,154534,147508
4229,3509,35442,42170,111945,224275,172327,474155
4230,5809,27043,76986,83718,231178,321096,240731
4231,9871,18214,68740,42811,142778,390897,260317
4232,5635,17501,35613,124459,170426,592834,268465
4233,7452,12147,116257,111135,160643,137325,687114
4234,9017,20101,77505,185332,178617,202185,279486
4235,13788,10543,56275,139488,208562,164084,376277
4236,6675,26984,45984,236136,289729,417177,571317
4237,9808,15639,69325,208359,207191,641528,356516
4238,11031,16456,52553,104211,210510,145873,269260
4239,5063,18254,85645,154558,142745,601807,453052
4240,4326,23688,58851,60148,210289,130609,245927
4241,5284,21945,56102,150418,212756,151646,382537
4242,7606,20344,93754,88946,91658,218356,553458
4243,5134,12511,67199,56836,149859,164564,432375
4244,6260,13886,37150,68866,217356,235825,570107
4245,5960,19065,81462,181547,165478,176475,468140
4246,3438,14860,48789,92302,410925,479005,355513
4247,8322,22232,34842,99356,228184,206238,394966
4248,7042,14661,56553,133143,145835,470398,406661
4249,9348,24993,53534,140542,138593,198619,485183
4250,7403,19341,42084,113483,174260,165179,319394
4251,6422,18217,41816,86593,94847,551570,334794
4252,5302,28539,68497,138266,101803,327730,275221
4253,6727,21748,72112,68209,434592,498885,316958
4254,6930,28384,42266,183136,213959,315666,607641
4255,3492,19105,97443,129650,95493,315936,346233
4256,9566,14016,44301,70606,155047,291688,875729
4257,5068,19613,95130,92708,256002,131184,210425
4258,3438,14187,96771,110544,230615,180611,546027
4259,3878,24901,58974,114966,301785,185525,396630
4260,4125,25687,87390,122198,112886,187630,404978
4261,3932,15002,125892,224912,276491,314246,154884
4262,6691,26280,34919,156420,280612,261491,587025
4263,2960,17511,34065,69487,168163,247471,398960
4264,8130,11851,60497,128503,355905,151037,153436
4265,10943,13350,54421,69978,110081,481558,239894
4266,3934,13393,54002,78965,672394,187366,673995
4267,8136,10671,40297,156452,213651,159277,365790
4268,7647,14622,43985,160798,380384,387035,193648
4269,8422,20681,52147,105703,96437,322719,477400
4270,12423,9212,48863,130864,282319,278822,350399
4271,11936,14641,63657,142182,105174,431356,512762
4272,6444,11925,33470,131626,187785,260387,317314
4273,3693,18146,72684,50931,199229,283454,307733
4274,10926,46359,61106,128120,171492,197384,314940
4275,3238,8883,45761,82330,248522,211391,233015
4276,5518,13698,30630,130989,144273,362868,308937
4277,4768,23188,65986,76736,291546,227056,525271
4278,2746,9435,70317,187457,204745,527374,387307
4279,9751,21243,33488,103960,155243,102204,704531
4280,5218,13442,101532,60309,107087,241145,327866
4281,6233,18725,42195,60615,174214,471662,716370
4282,9166,12921,71854,56176,103449,203306,617675
4283,5268,12443,79316,116817,78332,559651,315175
4284,5312,20633,41207,147647,210395,225835,415300
4285,6577,13254,83707,114182,157180,279482,450617
4286,5237,14843,73655,127203,138252,250782,269220
4287,9382,25237,51402,100272,204041,198154,240706
4288,7450,10500,40607,123221,201226,146359,584671
4289,9313,25076,32620,74528,108463,218276,231430
4290,10164,17254,39308,73868,140037,138732,171339
4291,5272,50649,71058,76496,245791,153309,486936
4292,8484,17350,45808,93199,96487,272186,223284
4293,7581,19620,78764,69964,106573,219025,368386
4294,5245,15331,32247,66880,133672,479507,290772
4295,6744,13614,105875,193910,426655,211744,372889
4296,9891,22362,101693,79832,153265,347050,509328
4297,6626,23843,48475,56072,133077,201346,427822
4298,2909,28256,55566,108229,213627,201570,373737
4299,3257,26106,185212,54368,289461,315487,306695
4300,3026,17740,47785,52888,204495,455158,729738
4301,10557,11749,53766,212667,397946,286140,465481
4302,4535,13145,110952,111412,234535,162882,110018
4303,7601,22662,41714,127078,133141,149251,242105
4304,6260,37598,41074,74141,125291,695316,322388
4305,3929,9980,102709,81573,257678,189773,447705
4306,6828,52076,119083,168591,112292,378983,518666
4307,6580,22655,61355,187914,306512,324563,210899
4308,10528,13178,38697,90744,230784,354571,380244
4309,6182,14668,157791,205737,210206,185214,301731
4310,5376,17408,81680,252448,69060,202150,679879
4311,4587,17557,41842,90120,160641,209161,252275
4312,9306,14056,62731,230048,264818,253486,304469
4313,3904,16813,38421,194581,256356,186681,385307
4314,5524,16022,64554,97018,335033,256316,212811
4315,8067,19438,48285,117943,119110,689199,184132
4316,6976,35549,213150,112384,112263,247342,788889
4317,7802,14289,35805,134449,151118,195360,508463
4318,3969,17611,49909,52913,261671,206295,342327
4319,7293,23016,40429,146808,277441,351155,334208
4320,6166,31048,136153,129922,193628,333828,274150
4321,6662,18118,46099,97945,268388,223628,640128
4322,5057,12073,74705,88967,153673,108508,269245
4323,5236,16507,47476,148173,171290,942933,348158
4324,9895,14831,65492,225508,251464,207998,266870
4325,5944,15408,84341,147302,119522,146465,415909
4326,7174,21317,41118,122806,189681,239425,346125
4327,10605,29101,78208,66932,71336,98183,335261
4328,10463,32991,62046,204620,236526,110227,364493
4329,11824,28239,39317,52159,86977,156065,477215
4330,4677,11599,72102,163274,96433,407566,209004
4331,12813,25527,111385,87312,115999,143746,286167
4332,10097,17540,28209,147037,317573,152959,482462
4333,6422,29956,38709,68622,171337,255706,292665
4334,19537,27415,56525,211702,200901,191566,431171
4335,5102,16347,64827,105051,126158,260837,203191
4336,6478,26735,49000,59941,143444,271223,226551
4337,11407,11905,23829,138437,191187,191935,342775
4338,8316,15246,37842,97792,277819,337092,321703
4339,6086,14476,67854,115924,381146,372812,563299
4340,6234,34599,54007,63521,233458,190014,717142
4341,12014,16792,43700,166835,87073,308607,308955
4342,8614,22496,77671,182632,189035,278079,492569
4343,3519,19412,45348,111845,206430,163040,327108
4344,3994,13935,86534,178943,196304,195597,287806
4345,7456,19468,38186,243679,239776,242414,649652
4346,11750,9626,61123,86209,207331,420549,421632
4347,5812,19688,79147,137139,331455,194210,412815
4348,6862,16374,30920,113351,248650,169853,226534
4349,13403,17102,49827,93429,296811,134458,477115
4350,7203,15301,34928,73237,246684,349250,1026457
4351,6160,8042,112436,126817,135727,302791,382403
4352,5397,50788,66688,78071,283991,126984,1140199
4353,5935,27024,72365,67246,174681,146862,291060
4354,2991,22632,49442,341089,217062,235694,245516
4355,4382,23446,75517,232602,447834,260754,177176
4356,4106,18704,86029,233569,193891,128611,286808
4357,7179,22646,54534,66108,323331,284594,324032
4358,4098,13870,68912,74830,115668,198097,222927
4359,7583,26319,102972,362811,106505,322936,292474
4360,5134,17199,68807,164483,323471,242726,427852
4361,6535,13863,62374,123583,317188,571448,238512
4362,5580,17145,41881,89121,162606,185700,261055
4363,7807,17522,41174,64561,214290,302492,157146
4364,3720,20237,52260,103635,162397,233747,629831
4365,3741,16875,67584,72984,148124,163143,761611
4366,9817,27690,56127,58380,70580,148902,216075
4367,11875,18022,59738,105357,201651,223684,257801
4368,4252,9979,53707,274833,183868,248174,344504
4369,6758,17122,67949,94584,147336,651039,650565
4370,10721,19702,68101,73657,97482,375201,212896
4371,15038,40326,68765,289229,95287,256162,382127
4372,4133,23636,73683,71025,182213,222335,314313
4373,5589,13695,40636,73668,61213,326745,552587
4374,5985,16447,67009,106985,307100,219441,395303
4375,3999,27630,32953,112815,137224,320447,428855
4376,7165,12948,64735,128433,134534,268376,568724
4377,4509,18489,25738,216077,221630,178241,280762
4378,2792,10201,54886,89965,155537,208373,232556
4379,8151,20050,29926,75341,173285,308996,441847
4380,9497,44298,59780,203169,171190,298817,368541
4381,7156,16848,43203,110104,221638,225759,433030
4382,8781,14346,61752,133746,182962,180821,155225
4383,7437,23153,53572,65694,179496,220719,577012
4384,4522,29247,60284,241159,234018,208685,362920
4385,6098,19277,67027,235384,172432,269215,354089
4386,10134,19009,64669,119600,266688,286101,273067
4387,6010,25433,144492,121741,128872,319647,288701
4388,2529,44798,38172,89233,260236,342243,294578
4389,9509,29446,87746,97235,235177,396166,491037
4390,2831,22626,41845,99938,140654,131653,484159
4391,5793,12750,36076,137083,117907,421503,610290
4392,9015,22780,66711,80649,131868,390261,416487
4393,5893,12465,104164,87133,227896,311123,194080
4394,10254,43580,33521,105393,184195,155184,275020
4395,4234,15907,37010,65872,169569,343360,271234
4396,4808,46916,53137,216648,237691,185327,270575
4397,5315,23618,44990,175252,323685,271042,171473
4398,11976,12999,49902,242926,137485,857375,322190
4399,6690,23522,42338,81977,232574,284560,285312
4400,5459,11769,67909,132761,148779,188462,457833
4401,6431,20881,62506,113203,453518,221487,393278
4402,6047,22775,42364,121731,105043,292893,620563
4403,6784,24295,41363,107243,149389,133926,315257
4404,3943,14048,77301,122187,580015,256379,320526
4405,6769,17959,86680,206635,188650,249558,1011902
4406,11661,23493,49216,149862,120091,136207,493448
4407,7920,20508,133941,116992,305791,195398,194633
4408,3288,25469,61309,214782,189243,351925,274700
4409,4671,16821,60820,86261,172869,442637,259497
4410,8500,64950,83114,187353,92956,186717,305504
4411,9204,25671,84350,131959,114802,201951,352522
4412,3135,13386,105921,163054,146108,146766,172739
4413,8580,17559,74294,357041,269202,371465,208686
4414,9452,29992,64843,249383,146887,450737,581761
4415,4991,16634,41262,120725,127973,186719,292109
4416,3815,22412,43532,121331,328827,544840,191375
4417,5958,10337,57957,181736,148988,403936,339501
4418,6485,39274,127523,225472,180392,353886,937970
4419,6597,13921,78610,92291,239641,457152,429316
4420,3247,8573,199355,145620,153967,211299,252918
4421,5043,30938,52786,144104,185940,437645,380481
4422,9179,15350,46414,63984,155621,343173,532684
4423,8697,49628,87764,85360,230317,232902,280517
4424,3917,11405,112210,89667,165373,304126,330781
4425,6059,11939,119020,127330,110867,380541,428318
4426,4900,10428,53396,86573,222452,268644,375581
4427,5786,16622,57099,79257,138495,162351,223237
4428,5593,21629,78468,53591,302702,168333,429412
4429,4261,18000,90734,102917,244769,205240,1199151
4430,7297,15377,58340,188280,108788,323869,341270
4431,7702,25458,79137,155072,148333,281640,357648
4432,5325,14898,43890,139834,179536,661989,545500
4433,5896,21629,75706,103751,174894,133705,253735
4434,7710,15006,42776,139824,227770,505786,249503
4435,12930,21730,41232,97930,114870,571268,322528
4436,21001,23569,60270,114399,207310,158787,537281
4437,6925,19066,63748,145119,162304,353860,288937
4438,12199,11534,98612,128554,162123,652680,155649
