Trial,R=250,R=500,R=1000,R=1500,R=2000,R=2500,R=3000
345,6173,26071,144208,65571,98372,271374,386513
346,5047,12051,32220,92369,145210,307786,244615
347,7217,16426,52822,70141,182021,422879,512922
348,4290,15840,44188,136486,176214,326180,616618
349,3054,26691,53722,158636,106229,365127,325913
350,4779,19434,110356,104536,183167,191844,408437
351,4710,13341,119554,161043,139053,197507,371569
352,4203,18175,58227,115716,93714,225000,275379
353,9905,27770,54379,50369,254499,522412,389280
354,12026,16635,51899,103816,199628,453280,607179
355,5933,5721,69785,66753,248489,329916,333468
356,15253,23813,34043,156178,192256,294792,494228
357,3162,16069,83854,88398,216529,217613,172406
358,4145,25083,34718,213152,229886,325828,291893
359,7043,15002,87965,97055,86076,133450,452283
360,10406,10871,62188,142709,214212,516914,241230
361,7830,22152,54738,246243,351378,185123,1009941
362,6721,9638,58051,118245,214834,463177,345928
363,5192,9849,43644,67465,102148,178157,456321
364,5728,25225,59814,119679,219465,192648,342881
365,6147,46210,98778,107687,99273,180852,222431
366,8352,15951,73260,94016,102673,195354,350588
367,7916,11674,34319,102317,176910,291154,190864
368,5150,14147,59669,82611,245250,124369,293209
369,10963,28019,80158,89660,463070,536988,415405
370,4589,15456,99975,82200,217534,328352,506832
371,5850,17373,45856,139360,185999,309722,196671
372,4500,18320,32135,127591,223454,292532,180138
373,5048,26753,65169,89928,291585,232622,735388
374,5521,14498,43114,110607,119579,660368,389513
375,7525,23122,54940,83845,104140,857900,533813
376,6853,25241,44216,120636,106818,332236,553066
377,9465,24648,41687,84657,202510,517453,462636
378,9924,29302,34931,105744,99249,132173,246256
379,4252,27690,83636,54905,156815,156540,493787
380,9749,26712,49630,126801,338534,234715,342121
381,8378,33560,53289,120551,143165,184550,237179
382,6195,14179,145328,279473,184928,433809,245738
383,8478,12018,32748,68910,145853,163805,923853
384,12033,22636,57687,154918,193095,220449,395865
385,5148,33234,54019,118047,154400,167560,341647
386,6957,17106,88288,99044,102387,332931,227352
387,9599,15972,59183,69013,242122,393055,433039
388,3600,36118,60484,207978,252501,308495,256796
389,14688,13820,30459,316257,335376,370667,554172
390,5967,16815,59957,128608,135136,317097,654442
391,20810,14669,27098,87794,122059,463106,396047
392,5081,26751,60401,92075,149351,415296,280118
393,6589,22815,48303,167219,223305,137218,334944
394,23177,8893,53056,110394,200976,459713,352569
395,7161,11966,41183,74995,113956,345886,503129
396,5482,18083,45164,98605,119669,583839,674641
397,6793,12780,64449,75104,118647,458256,235121
398,4893,17092,35934,124435,179384,339627,397735
399,6119,27689,45670,59159,109111,226690,372374
400,7415,16353,56511,86179,320923,137697,282153
401,11175,17134,42437,116630,207756,238619,297347
402,11328,23123,24344,184733,231483,199204,677387
403,4067,11214,134423,120779,209521,286449,760203
404,5600,19056,54772,93970,105000,195716,389787
405,3454,13677,37176,88350,249972,157214,673376
406,6550,15845,66120,71380,239195,227575,317033
407,3192,27505,58464,92166,255604,321494,381013
408,5456,20950,75888,49102,317423,219151,895491
409,5128,15539,161368,51365,168696,294119,324571
410,4759,16535,83661,75051,216048,238926,438023
411,2995,12612,28885,184012,423100,124229,288065
412,6724,24238,38161,227183,120303,418076,457528
413,13676,25625,52295,105862,235934,257208,308731
414,11947,33472,32758,99853,166112,359911,394845
415,4663,14597,45941,91948,194399,273348,308007
416,4970,20319,41721,122863,245424,356291,386509
417,10708,18597,106383,153500,339235,460448,675996
418,4623,16825,23290,156558,157825,370972,879708
419,4131,9213,41335,100935,249484,284674,864624
420,5593,17376,102707,162473,184641,121987,203712
421,4061,44357,54926,123023,212214,200586,349039
422,4934,20069,51920,165692,154070,314964,259871
423,4099,23019,66034,109936,256951,406565,332452
424,12091,21774,24353,101507,168448,158322,322246
425,13225,13581,53897,57516,254104,269674,495950
426,5895,18961,30655,54462,217072,399432,280635
427,7318,32159,54002,132545,140640,143360,184250
428,2910,19070,75883,85014,148700,148042,466177
429,7035,12233,41688,61500,91614,314730,451031
430,10315,25911,70160,130833,137501,181285,210927
431,3605,13511,63783,99315,188057,281241,315451
432,8325,14749,62346,50463,159632,240776,148734
433,14542,21067,61917,82525,72922,235740,364636
434,8205,21976,34119,144751,137814,298093,341232
435,6955,27008,64286,77086,65569,143505,496728
436,3364,33330,83839,131930,113747,266146,584696
437,5099,19274,50263,54093,105575,249119,971575
438,3281,9811,82206,74086,281229,172819,442389
439,4349,24677,45899,87422,133681,259690,585050
440,7020,15923,49759,326711,94163,199495,171650
441,8132,17379,84458,176841,145681,287624,484934
442,3156,12536,85642,85382,220243,325191,210741
443,10339,34933,70605,105663,115236,370644,171515
444,8119,31114,32261,117337,120243,280712,182929
445,5118,19130,36673,90073,76894,297507,377587
446,6122,26933,56445,123883,181956,378200,650360
447,4527,15739,48884,64233,151279,149520,736245
448,4552,24592,175259,65558,96438,278050,386230
449,5655,30083,63879,90424,271076,161967,751300
450,5735,19101,59035,110807,196342,302752,424690
451,9634,15070,60310,63837,169553,284542,543460
452,8051,15196,74744,74661,101744,138763,337054
453,7163,17449,44982,117102,185206,125632,191584
454,9276,11103,38780,164801,166959,222148,360366
455,7439,34623,92211,115511,292861,200543,363531
456,10313,29756,34381,93363,193689,217639,730085
457,5471,12819,70698,197289,211901,503848,335385
458,14224,12854,43552,97471,361584,345080,1152441
459,4841,12907,63978,105444,117747,319934,211980
460,13526,28134,55119,66578,134240,317551,439430
461,7129,21813,83215,159783,96792,337365,191588
462,5459,15296,50702,158993,366226,225410,440098
463,2965,8636,125787,165088,192471,185940,643463
464,8885,11411,30323,103683,371354,336769,308727
465,4308,8756,75347,91216,117443,308616,227431
466,10011,9218,60109,87818,138573,670354,542498
467,3149,15452,30173,124570,90816,155577,292520
468,6458,20029,38539,120654,217189,168848,177394
469,5657,20253,150592,143770,298936,179364,573973
470,3401,23727,22513,104212,205311,228663,513128
471,9015,11933,56360,78715,139906,274659,229153
472,3775,26165,49311,90248,103208,383820,445209
473,7456,10113,61425,101263,318353,319422,368076
474,4577,24099,62482,173822,140134,345847,455874
475,9299,11230,30691,91007,87289,299640,148201
476,6796,25822,79070,82969,109216,289429,214636
477,5594,8983,137011,80053,317016,391900,677189
478,4729,20566,47377,184673,165772,271874,279992
479,3652,32511,45671,129049,312768,253450,374403
480,3702,16606,164040,178755,315304,562482,205877
481,6109,22263,79792,68906,202782,250324,301936
482,3107,17070,70131,62858,148647,131374,181394
483,6803,10085,42653,86624,193030,246686,448531
484,3734,19313,53745,74462,143292,181138,266296
485,4599,28701,51998,83855,311760,723012,244564
486,4849,20750,50156,182915,129704,234683,195780
487,13144,19455,52446,155007,186612,404165,489285
488,3467,19415,47733,81812,179231,143058,251371
489,7498,13274,77774,167099,183215,176023,299004
490,5656,39700,35535,70733,118817,290803,628463
491,5243,14657,70226,61031,183046,217502,375462
492,7793,15072,40836,175144,90342,234823,146892
493,8974,13004,81587,117976,155783,152892,398015
494,6392,11848,41213,179804,160778,228473,225392
495,8049,20268,36892,82427,110812,149545,396785
496,5455,13185,36216,81331,158732,243304,190846
497,5783,18070,61533,220912,326792,126384,847937
498,5843,12926,54117,71230,109695,206997,177328
499,4325,20061,28227,193076,160810,187111,339818
500,4008,17381,67758,137340,135322,334121,494093
501,6741,11550,121560,253751,332462,417900,387811
502,6471,18216,35778,58581,255091,162416,188003
503,8710,19991,29740,122164,176219,296712,299635
504,8902,10142,45090,184267,188783,365586,626582
505,5399,14944,59004,89820,156398,238595,253855
506,6678,13370,44100,73210,295668,323793,230550
507,4618,20155,79401,134995,126613,165516,519850
508,8674,28671,29527,71678,149220,411340,418511
509,4755,29558,49404,74536,150783,522783,337291
510,5834,26031,50251,163935,122202,110945,548470
511,11208,19584,37601,161284,107389,247475,401686
512,4021,15776,115736,89855,207500,455283,268098
513,3995,14185,77543,175980,169280,283234,475925
514,7689,26665,67019,78969,178316,564222,904166
515,7450,12682,43862,238938,246147,370149,375685
516,13317,18742,99038,83610,93042,1000570,260648
517,5605,14737,70681,141500,131899,192302,287860
518,3697,15237,164099,95331,243236,402252,304814
519,6631,14211,154139,154021,116151,97973,232157
520,6390,24762,62810,66843,159787,398971,310229
521,4874,21047,71699,125511,163146,280826,841977
522,5229,19829,54459,54106,158119,289424,574583
523,5862,21519,43410,88260,263854,184975,108363
524,8082,25189,25841,83627,185372,393819,237119
525,7896,31149,49174,103475,135119,271086,1316037
526,4002,22407,84631,255780,231938,226325,190179
527,11963,22583,27611,183704,162328,260266,364899
528,5238,21458,67637,330152,221071,149541,292438
529,7140,14386,61619,82890,133116,252210,193408
530,11098,21850,92432,91739,302660,219902,336888
531,7859,21642,67640,139575,202933,455361,511197
532,7964,9013,77763,73389,223532,248521,319727
533,6531,37540,37229,98803,215109,559844,394528
534,3429,23146,25987,185553,217614,294577,303872
535,8195,22399,40075,122382,157812,373552,175522
536,16389,26956,46134,201034,103287,226505,500554
537,19985,18935,41422,176674,176543,212137,302607
538,8062,34114,52032,99904,188101,343007,302614
539,6273,32546,85613,175315,156029,320315,143084
540,10223,8955,48332,258271,165607,232766,612547
541,6047,16353,64273,88570,234947,331614,257098
542,4478,23559,111530,38131,72455,465492,420987
543,13320,41347,63819,104414,117161,323741,545599
544,3486,16205,33053,189087,81458,441756,460413
545,4516,24462,81746,80674,188274,294471,134917
546,2560,18117,63408,77237,237998,390122,893985
547,7464,29912,59158,117701,468035,240294,384573
548,5909,21438,58495,95786,179941,234655,255017
549,7539,17496,69065,144742,146184,227233,368509
550,5233,12215,94345,160544,103639,178849,325924
551,7890,28498,49305,157438,285824,531496,318412
552,7006,26674,44525,138563,158551,344441,326587
553,7716,14787,103973,135803,208252,505268,231751
554,7928,15872,65917,118711,318638,207303,213477
555,4000,14049,102018,75674,276587,324289,265089
556,2845,20762,34695,71192,201063,807884,279364
557,11003,22438,42007,140088,263826,154742,226335
558,6571,11736,84859,76672,496924,408604,242287
559,3807,15828,44851,76132,174868,223373,805356
560,6120,34543,96035,96347,308566,271386,239636
561,6923,18578,67932,62768,210301,243936,498201
562,8848,24733,79107,122265,131065,342140,629850
563,6238,13624,56503,83602,174326,117963,159220
564,6517,26376,96579,131019,328158,430287,457482
565,13902,19173,132379,185968,154015,386745,544132
566,5980,11268,54953,185815,378167,459388,308072
567,5030,25614,41596,234703,115454,362850,420898
568,7384,34309,41093,210181,139398,250981,294913
569,6095,16535,58204,142346,333859,248615,237450
570,6274,20034,33480,193840,132283,286935,608427
571,4980,12973,33419,309958,133459,228974,509194
572,3667,56492,46409,108418,229864,214735,462595
573,5514,12077,45470,80202,256127,153269,425596
574,10217,12824,66617,113329,121815,222766,192906
575,3170,27127,64130,222422,187356,145379,285672
576,10427,12434,84093,126747,141772,147532,674252
577,12218,21314,66448,138188,112070,284273,219688
578,5286,13598,83041,147935,226755,826869,482653
579,7159,38755,54272,79031,210015,236280,211736
580,4842,11515,51279,97895,339571,534157,110410
581,6670,18648,53243,43474,273324,246875,291677
582,3886,15321,27538,87994,153654,248700,380684
583,4211,13742,56878,178247,145003,369811,277306
584,7275,36034,69762,245554,153000,244822,342930
585,3819,9227,96086,74284,137512,574342,220819
586,10588,17284,69651,81332,141399,176167,262628
587,4402,18537,62419,100717,190527,528823,519271
588,5061,15309,38386,92087,177879,335697,546605
589,12020,33737,61995,137087,112072,177182,660581
590,10280,11669,43246,137483,285279,233985,462234
591,2724,25240,46087,132498,223510,253481,419879
592,4000,17118,47882,145815,151412,199678,229352
593,6418,27545,60380,52385,308989,400432,307550
594,3504,20247,136977,116445,233935,281016,270347
595,2873,30252,72367,179694,226030,341185,487645
596,7349,10438,82461,83860,105548,359456,185891
597,3248,35363,62572,108719,96668,317224,619847
598,6645,15537,47908,100653,198635,219081,243808
599,4842,18550,46139,105102,202887,301242,550098
600,3253,17953,75058,144247,393954,245973,369228
601,5896,18693,40198,94480,156391,329959,645008
602,9275,18144,101505,275597,142935,212250,186696
603,3272,14843,61012,84963,204129,174861,194839
604,6574,14915,58846,80138,141012,173958,577546
