Trial,R=250,R=500,R=1000,R=2000
993,6082,39348,88408,197302
994,11598,10983,79061,214776
995,3895,25834,62997,270232
996,6515,11935,59033,112967
997,6966,14617,47215,206048
998,5970,14325,88477,421155
999,9456,10534,33636,163400
1000,6898,12072,48029,190357
1001,5558,32227,68774,163001
1002,5343,34716,78604,105682
1003,11737,14131,31105,180047
1004,8239,24665,65866,329274
1005,5346,12232,57705,130672
1006,5527,21833,36589,345173
1007,7786,7640,55678,137376
1008,3654,17779,53252,164812
1009,4905,11115,47814,322861
1010,3689,17383,90198,138383
1011,7010,10003,42381,219105
1012,6115,16287,52294,399889
1013,6690,22787,37014,223871
1014,6538,16414,41386,270420
1015,3842,25435,104804,283374
1016,5962,15352,74435,169912
1017,4098,12424,33167,277331
1018,2784,17002,90093,183929
1019,10764,14706,53940,252919
1020,7507,29029,117405,85658
1021,6397,14827,51491,408733
1022,6860,14667,60655,237344
1023,4154,9166,54109,155921
1024,3559,14529,47959,267537
1025,3917,25725,37714,107269
1026,4122,14564,32462,244855
1027,4925,27983,56591,283293
1028,3780,10368,44561,162162
1029,3294,17295,54002,149548
1030,5551,25057,71647,239211
1031,3847,15652,144603,95300
1032,5130,27745,209192,465431
1033,4898,20890,29168,135639
1034,10525,25587,71669,197695
1035,5366,35285,56026,371741
1036,5192,22549,79643,189470
1037,8749,16492,52538,112096
1038,13781,33677,35453,248010
1039,5010,19423,31342,429230
1040,5098,11460,116112,141419
1041,11766,18717,158451,100049
1042,11899,7003,77315,209951
1043,3202,19253,64024,170282
1044,6877,16544,68782,308980
1045,7843,17296,32291,182955
1046,15770,17380,64667,171233
1047,8202,16198,76019,398016
1048,3694,10309,62111,240886
1049,3072,21714,65407,303829
1050,5937,11022,57831,182145
1051,11872,25233,36730,171310
1052,6825,12134,62921,165009
1053,10152,20834,33908,147249
1054,5142,17141,44516,244838
1055,7893,20586,57087,146566
1056,11632,9806,74001,278298
1057,4213,13656,73077,136091
1058,3334,13407,35727,163462
1059,5689,15736,66693,106552
1060,11570,18030,48785,105721
1061,5966,28475,29131,332111
1062,9254,11721,63872,134616
1063,5856,29434,125149,114708
1064,4401,29857,51267,204378
1065,3363,13114,29619,217597
1066,2546,14294,92952,231864
1067,8813,46436,34639,217376
1068,8094,21967,43461,253247
1069,6625,30003,62639,281782
1070,5028,30611,95509,215109
1071,4254,22007,43977,129694
1072,3823,41663,184499,466821
1073,9349,13160,46655,151213
1074,4073,16522,121482,225669
1075,9936,16757,45201,153952
1076,5754,16360,45253,212071
1077,6685,28570,91033,265334
1078,5773,9010,57985,358511
1079,5836,24946,49183,156025
1080,7110,15769,93650,105657
1081,5654,15440,63288,218389
1082,6977,31445,37734,110531
1083,3058,19888,55535,235024
1084,6936,36859,121214,213793
1085,4908,25182,67697,65191
1086,6547,11367,56048,119805
1087,7930,18120,32341,188729
1088,3273,20218,48703,230136
1089,8970,12403,54924,135203
1090,8383,24396,36369,195631
1091,9157,19300,74060,192604
1092,7998,18030,39121,173238
1093,2803,18649,95689,279649
1094,8767,11208,91894,285871
1095,4008,19173,65357,126399
1096,6637,23639,124666,248459
1097,7553,45464,28204,325795
1098,3893,15693,43099,176779
1099,4257,25145,38715,157116
1100,4911,12464,58059,140699
1101,7467,12666,104929,174785
1102,4441,14873,31955,356457
1103,11125,24411,29770,134326
1104,7615,16509,57248,165687
1105,5843,9257,51748,352767
1106,10658,25122,47580,320210
1107,10622,8922,46269,126908
1108,6386,23454,59089,291744
1109,9731,12367,118981,210964
1110,5703,33702,60393,166879
1111,5199,30249,80374,236184
1112,7124,16495,65973,514714
1113,3234,14771,44652,176533
1114,6984,18384,43099,114189
1115,4742,13446,30712,275369
1116,6366,15551,83775,167592
1117,6307,15181,105888,114100
1118,5595,12689,56814,182487
1119,8478,13766,32698,288417
1120,4888,12067,36970,309110
1121,7050,25135,51035,179275
1122,4737,21622,73984,193384
1123,8147,23203,65521,262567
1124,5676,19789,56951,205268
1125,10212,55689,52953,170489
1126,6652,15150,110464,245045
1127,4844,42367,68338,183575
1128,4545,19208,36350,144310
1129,6676,13264,48879,167733
1130,4538,20100,67473,290039
1131,6019,26656,58753,150964
1132,4971,21288,28195,101507
1133,9124,29593,46592,238893
1134,6580,17968,76471,84404
1135,4737,9771,45729,135771
1136,14634,40180,120306,144226
1137,4973,21922,45927,225464
1138,11992,23165,30098,176555
1139,4045,27350,57970,190924
1140,3973,11790,54853,140238
1141,4364,10651,35396,136983
1142,4802,12263,91246,173045
1143,4909,15277,47339,286116
1144,4894,24673,64116,201660
1145,6227,20383,121500,218103
1146,6878,30622,45503,386326
1147,7365,11390,82952,266323
1148,8443,18240,106466,116435
1149,7417,21249,74702,83490
1150,3804,11741,83396,102141
1151,8395,31096,112247,111991
1152,6916,9746,35375,336110
1153,4805,18350,72469,113090
1154,9483,23044,50357,180412
1155,10000,21460,43201,210766
1156,3581,16812,41711,136353
1157,8763,18635,63783,131703
1158,5381,7726,92095,179232
1159,9126,9913,40224,143375
1160,10106,9256,38279,179741
1161,10286,18480,62926,140693
1162,4947,22617,42840,485543
1163,7342,11720,84275,154392
1164,4470,11127,27764,226621
1165,3968,12503,77646,165825
1166,13405,13836,51174,117748
1167,4727,16992,58839,165987
1168,4489,21050,43663,273659
1169,7873,50772,29002,176223
1170,5963,23685,102013,214630
1171,6501,26986,88578,61481
1172,7461,24248,67534,185054
1173,7460,19715,42271,109180
1174,7595,15781,67946,149465
1175,4728,14233,70519,113016
1176,7258,16865,111414,129337
1177,6905,32919,93565,171249
1178,2912,11455,37095,201913
1179,4322,24573,48798,205420
1180,8316,17271,41658,331369
1181,6293,8039,96134,132863
1182,6684,16240,53633,79075
1183,10778,24782,55925,219056
1184,10655,13291,43830,130593
1185,5012,13536,39639,150066
1186,3103,15367,81412,220886
1187,9583,12461,37339,118542
1188,7977,22344,83997,123194
1189,10331,24394,97929,200019
1190,2814,24109,37372,141554
1191,7634,7979,63190,293043
1192,4209,13695,34025,167493
1193,3609,13436,36085,238066
1194,6086,11273,53643,146221
1195,3816,15001,35864,251433
1196,10398,25177,89387,123825
1197,3578,17335,30120,166120
1198,4301,18872,41622,232322
1199,4068,13069,127979,176397
1200,8970,18826,93344,290749
1201,10051,11576,51161,119145
1202,4134,36889,97255,140991
1203,5562,18883,60272,185028
1204,8582,12575,58938,117415
1205,7498,24421,67854,230797
1206,4029,14121,53443,208737
1207,7223,10573,109651,139835
1208,8502,23202,42414,248025
1209,7673,30754,95587,425883
1210,4397,20299,37879,457312
1211,4172,14499,41953,298751
1212,9538,18859,49002,236763
1213,5243,15115,30398,191872
1214,5718,33178,62390,127667
1215,4171,17521,77260,167105
1216,8906,22068,83283,217861
1217,6589,31479,65326,208744
1218,8655,19006,117816,131003
1219,10381,40336,67406,165339
1220,7059,7144,70264,130005
1221,9815,11430,86428,119752
1222,6922,19801,53353,353680
1223,3872,32622,43453,106982
1224,6862,35539,107094,275253
1225,4361,19427,54657,160399
1226,6116,15850,42511,226508
1227,6019,20676,42765,225561
1228,4473,14195,49319,153139
1229,14484,12819,76671,293760
1230,2989,16828,59032,136892
1231,6399,39034,94483,145904
1232,5607,11041,71531,211651
1233,7011,15518,69358,126530
1234,9363,13168,64415,122183
1235,5484,50848,50619,103854
1236,7693,28209,90858,158985
1237,4097,38194,59170,167485
1238,5090,13110,81282,211889
1239,4530,13430,33793,236377
1240,5378,8487,137158,155471
1241,4410,11816,66142,392909
1242,6362,17904,29778,198191
1243,8349,15731,123705,246723
1244,8825,12699,71042,116887
1245,8882,24608,42663,119352
1246,10169,30443,48472,123172
1247,4063,20315,177226,145614
1248,4966,29231,65359,416413
1249,6229,26469,105279,154791
1250,4823,22623,50547,247642
1251,7204,11887,39779,108736
1252,6137,13265,63798,187096
1253,3614,16545,43158,318136
1254,4476,18559,61446,127284
1255,6748,13674,33506,317545
1256,14363,21858,69862,89519
1257,5747,25347,80408,251106
1258,6160,23773,59619,247766
1259,5373,29460,33616,55501
1260,8437,11689,63573,154992
1261,9929,9112,62570,140179
1262,3273,33270,70645,210747
1263,18003,20865,147568,619377
1264,5365,20890,115724,329471
1265,5065,24166,80556,281581
1266,8137,13703,85659,131115
1267,9885,24900,76722,79889
1268,4292,13125,110189,202638
1269,7486,15322,71008,106519
1270,5754,22056,79667,184491
1271,11737,21556,58940,90531
1272,3557,17429,111274,262330
1273,5421,19737,89074,450206
1274,8531,23134,58834,148486
1275,9580,26377,50666,322090
1276,7477,38413,57085,275227
1277,4157,50501,42414,216884
1278,4942,22779,93401,381041
1279,2739,19235,68972,150150
1280,7289,14518,62065,252244
1281,6965,16639,38199,194130
1282,4637,11055,76445,156655
1283,3447,21242,40722,197003
1284,9118,13913,52378,98205
1285,4530,18539,34331,275678
1286,8476,20712,35806,161272
1287,3783,18449,86493,89350
1288,6772,16857,92867,92830
1289,6834,14115,58720,103461
1290,7356,16046,70231,183184
1291,3854,28524,20354,106947
1292,6000,38229,87142,111877
1293,4586,62975,76941,353217
1294,6844,14048,125345,213924
1295,3586,12097,39122,103750
1296,3475,19534,44506,147281
1297,4429,25209,130372,112174
1298,4732,24243,63212,110912
1299,7698,12454,34478,202298
1300,4561,20017,91447,275015
1301,3336,13338,42455,261110
1302,16487,15826,75682,248042
1303,4139,48698,67175,139226
1304,8562,23179,54355,240852
1305,5941,24480,137255,177701
1306,11271,21545,38630,396364
1307,4888,26196,36365,190936
1308,13636,14302,103464,149070
1309,4180,9002,46428,282723
1310,4570,23014,46633,103822
1311,5206,55407,84837,157287
1312,4582,16113,67312,109801
1313,5540,23633,65144,210665
1314,3970,9923,88716,276991
1315,3740,26804,96883,451784
1316,7683,21621,58511,108716
1317,11255,23617,44273,248370
1318,6400,15008,96590,288331
1319,5849,35005,38078,295505
1320,5496,22775,90914,203138
1321,4559,7195,131788,273822
1322,3462,14093,29690,157848
1323,7921,25611,86178,406662
1324,7229,45219,33140,252905
1325,3935,17998,42670,111904
1326,3353,34793,50251,109684
1327,4721,18895,57687,340851
1328,5928,11240,127071,183047
1329,4336,27526,141908,255003
1330,5427,11197,57139,109197
1331,13204,19000,69790,367925
1332,8850,20814,52704,204925
1333,10672,24708,41519,288587
1334,12744,14010,42924,114646
1335,4276,18082,42832,143453
1336,10485,25241,110244,314875
1337,7596,13019,68494,175129
1338,6415,13580,30386,282366
1339,4902,15927,32759,147348
1340,4229,25034,60339,165664
1341,4915,18863,60840,187821
1342,11443,13635,75942,131840
1343,6429,15941,43640,313344
1344,7123,11304,47127,247598
1345,11823,14182,94952,104952
1346,9298,24490,78223,288873
1347,8023,23246,45056,361455
1348,4483,18567,53748,294089
1349,3754,35654,109304,210226
1350,3652,26979,43742,187151
1351,6462,32422,102261,213036
1352,6212,19784,62759,153623
1353,5494,11117,71031,91463
1354,6515,9976,65192,246496
1355,5659,18160,62158,130045
1356,9639,10744,57585,109767
1357,15459,22511,65606,88987
1358,4588,11207,66281,102150
1359,5356,19881,97677,227065
1360,10908,16802,94753,241522
1361,5563,11462,49409,116348
1362,5886,17851,72087,280399
1363,3553,36696,43240,237369
1364,3080,19667,92699,149894
1365,3606,8592,45867,293444
1366,5661,32595,51292,492130
1367,4806,10931,123401,164285
1368,4136,25429,48327,151572
1369,7133,15886,40782,218189
1370,4833,17636,61687,174487
1371,3656,23345,44506,94477
1372,5096,9730,75708,250009
1373,4330,16192,83820,136520
1374,7608,28139,89065,155383
1375,6037,16118,25056,143324
1376,8391,9473,83265,162724
1377,6166,15597,31970,144708
1378,12183,13772,71211,124157
1379,2669,10310,46217,185191
1380,5354,14501,76182,219229
1381,7815,22250,23587,274962
1382,8557,28910,49273,203648
1383,5609,11819,51712,350051
1384,9461,13922,50269,155716
1385,5282,12192,123777,123111
1386,8215,8263,23455,264891
1387,8810,15253,73883,247744
1388,4442,13607,61871,100566
1389,9419,11610,136904,265518
1390,6425,18279,70952,105275
1391,8339,11239,51722,139723
1392,4424,17761,67040,262097
1393,10855,14515,120213,151355
1394,8352,47214,40329,146105
1395,3490,21606,34824,111248
1396,8521,22399,93077,144248
1397,10664,22748,60205,126066
1398,3559,7884,77632,227740
1399,13000,16272,51944,180812
1400,6860,32622,36916,176770
1401,9751,33699,64951,277565
1402,5322,13181,57084,165536
1403,7631,12430,38493,113139
1404,4501,25316,93349,213160
1405,10994,15376,150330,203774
1406,3184,10684,138208,124694
1407,4601,21332,52204,131549
1408,11696,14627,71265,136924
1409,3043,44433,56078,176113
1410,5753,20221,56032,194941
1411,12271,16229,35888,202952
1412,4782,15666,42030,219853
1413,5724,16742,61907,96539
1414,2877,29287,40047,109339
1415,7208,17931,32365,384139
1416,15306,12644,63404,165766
1417,5302,18982,42885,172645
1418,7535,9289,59357,331383
1419,3986,36786,55670,123279
1420,4726,9992,58129,144405
1421,3925,16236,41707,180936
1422,8046,23008,49471,226178
1423,4326,21371,36110,221062
1424,6131,26016,44721,220104
1425,19749,16271,38783,356048
1426,8199,31005,113113,123455
1427,3922,30225,31689,203183
1428,8067,16576,55253,126511
1429,4809,13916,82317,123297
1430,5629,20667,78000,138589
1431,4154,23198,58710,349529
1432,7614,17852,66071,181010
1433,13902,16179,69880,172471
1434,3659,10667,53234,110085
1435,11438,23039,77968,217070
1436,9016,14511,105576,126867
1437,9564,9219,108909,153893
1438,9770,29523,105712,198707
1439,2437,8173,91242,199605
1440,3576,14248,62046,80018
1441,10548,12586,72658,172570
1442,2958,10919,30254,191827
1443,3534,15185,65327,157512
1444,4868,15624,98677,200374
1445,6530,20454,32320,229200
1446,5234,13169,37886,173771
1447,5159,9031,83570,165615
1448,12484,26793,31881,89819
1449,9118,31719,62618,164542
1450,2774,22909,48365,185181
1451,8236,12215,73693,269330
1452,6583,18163,45500,105165
1453,5875,12539,44167,283610
1454,8071,33613,117956,203181
1455,4232,22242,52958,206640
1456,6261,37644,54907,113883
1457,6935,27085,66499,167821
1458,6931,21160,30344,197859
1459,6604,30793,49908,148268
1460,4251,16626,49058,134603
1461,7622,14014,39494,99774
1462,3390,24114,41441,259070
1463,11455,14978,28115,121307
1464,3859,27754,102843,236451
1465,8403,14214,43006,180633
1466,7242,7596,40210,127726
1467,4220,32366,105415,167481
1468,10653,11646,75773,155905
1469,8026,22382,40387,262489
1470,5873,28807,36508,281698
1471,3381,14352,102954,292277
1472,4693,32810,51926,121992
1473,4393,16054,112708,182425
1474,8237,22064,102213,190942
1475,6235,21134,66364,154786
1476,5243,15638,46105,205719
1477,3982,22303,58571,106975
1478,5115,24615,106581,122647
1479,3146,18873,48863,73935
1480,3814,18207,50466,199505
1481,7072,9253,63916,236579
1482,8967,21890,60610,169357
1483,6801,8951,68836,148960
1484,3490,14761,56790,104839
1485,6344,18368,43917,255410
1486,5823,16170,45550,106662
1487,13537,20627,72804,237936
1488,7133,18057,58072,322500
1489,7257,50272,90619,220374
1490,3576,33520,42882,173669
1491,3387,21162,65231,120334
1492,4196,16559,47718,147894
1493,7852,25415,33462,347851
1494,6593,11657,61362,96340
1495,7594,13137,126588,378862
1496,8290,20218,35479,208617
1497,7204,14868,45097,94578
1498,7833,18770,50093,253000
1499,5103,20329,78728,220683
1500,8091,13526,33205,150934
1501,5970,14727,113233,213132
1502,6301,29819,69186,129326
1503,7200,10499,42615,190253
1504,16185,21113,56096,231817
1505,4931,20367,58732,204851
1506,3714,12816,92621,107990
1507,7363,23911,47205,184211
1508,7964,14061,111592,246672
1509,7069,19146,86076,163561
1510,5360,31623,45242,214491
1511,6408,19746,41204,393132
1512,3327,15162,33024,151872
1513,7816,36316,43671,156538
1514,11220,10610,43687,156479
1515,3720,40300,23969,337609
1516,5609,16077,55769,118238
1517,16564,20685,86084,102423
1518,4275,11485,72401,180525
1519,4127,48774,59430,122601
1520,5298,23892,62947,141690
1521,8196,27584,71677,176483
1522,10211,21645,98444,191756
1523,4066,19313,55674,194381
1524,7119,31704,108426,235062
1525,7536,14794,57569,224105
1526,7654,14777,63017,194947
1527,4742,10276,87195,115494
1528,8693,14536,102181,193856
1529,2908,15332,29867,171064
1530,11506,18786,75208,102192
1531,7156,13656,112182,139333
1532,5413,13853,79492,202729
1533,3416,14862,29204,140773
1534,6561,52759,81982,244060
1535,3262,12210,39302,280370
1536,8193,23786,51933,371008
1537,5785,26228,86657,173881
1538,13039,16942,86728,190959
1539,3651,33479,83742,516906
1540,5704,33832,93450,154060
1541,6734,33094,57537,247579
1542,3438,11224,48946,352769
1543,6996,15835,136035,191384
1544,5713,13816,57252,167909
1545,8438,40303,36497,302680
1546,14154,8305,48455,290746
1547,2895,14778,132229,108295
1548,7206,11488,111378,405136
1549,6636,17369,55148,180324
1550,5041,15262,38873,204771
1551,4486,17079,17058,216899
1552,9393,12052,96209,248322
1553,11152,15184,128493,334534
1554,5214,18305,47623,235231
1555,4105,20965,34967,158081
1556,5029,9776,96581,213423
1557,11247,27697,83823,143167
1558,12099,32213,24153,187497
1559,5501,18639,96933,175663
1560,5753,18628,42215,578520
1561,3408,30123,39622,346656
1562,4200,15960,103053,174287
1563,10858,11767,45210,80246
1564,6958,28826,28450,99586
1565,5354,13391,52828,153151
1566,7111,19949,100787,222695
1567,3143,18203,92766,139496
1568,5103,26176,46387,237223
1569,11444,22997,67242,170971
1570,3523,23761,42458,181749
1571,2981,42263,139604,219214
1572,5369,31046,63467,233632
1573,2847,20721,63723,111662
1574,6504,12511,48952,150330
1575,4098,21208,51421,101733
1576,4183,41207,41081,156819
1577,6932,14357,55257,220850
1578,5445,7820,32181,183791
1579,3431,13860,65692,292158
1580,6319,13842,51627,111468
1581,4879,22144,93169,259283
1582,5273,26097,33896,124319
1583,3715,19726,73905,224429
1584,10207,26575,95028,223998
1585,4623,15758,32791,86488
1586,4771,12204,24556,228512
1587,3484,14142,62044,140183
1588,4164,8452,32827,102198
1589,8841,14341,130266,145833
1590,17130,40543,80354,147012
1591,7290,21588,87469,419335
1592,9845,29985,61228,119216
1593,11734,34909,60506,144589
1594,3756,23211,49840,268057
1595,4780,15338,56855,391505
1596,7001,22939,124219,87636
1597,7693,19572,50134,120767
1598,6408,27743,74491,228645
1599,7399,21754,110142,344796
1600,4001,42257,53990,230366
1601,7860,23951,39422,138069
1602,5547,33640,49914,128792
1603,6881,19557,79111,522126
1604,3594,16640,38789,251776
1605,4523,16898,79673,89940
1606,12475,23359,44150,210844
1607,9661,9833,59067,200421
1608,14646,17165,42178,135031
1609,9817,12927,31577,152453
1610,6634,18409,44132,131713
1611,4757,11576,99459,179954
1612,7213,21908,44424,286701
1613,7461,32279,104351,143020
1614,4885,14935,50975,111493
1615,14764,15660,146613,112932
1616,5574,16733,101461,260739
1617,8667,44447,39863,118244
1618,3064,12085,76399,340742
1619,7067,15348,30406,125311
1620,7815,16806,78607,124288
1621,4543,21408,48370,207783
1622,6124,14895,41963,79967
1623,5562,26092,67742,256645
1624,5745,35435,70537,160902
1625,4602,18727,61017,360126
1626,4102,12175,83717,139091
1627,9991,13654,113593,159391
1628,5977,18198,75710,135021
1629,6271,33053,35532,137455
1630,3479,36851,100222,269502
1631,10098,18932,37815,306898
1632,4948,30601,45447,434191
1633,5633,26040,36373,469778
1634,4183,21953,53146,270832
1635,5116,16453,51414,169158
1636,4331,18933,52903,259274
1637,4835,28597,47980,458809
1638,10823,22344,34357,157533
1639,4826,24654,94024,93646
1640,7614,14336,51037,126990
1641,6476,16932,52577,159930
1642,3374,17555,64452,194158
1643,5065,16600,71276,151635
1644,4794,15085,63841,349142
1645,8354,16428,66301,196786
1646,4389,18961,79798,203694
1647,3066,18764,45157,307620
1648,4956,20763,61863,92333
1649,4858,30824,63557,376516
1650,9649,14400,46172,105881
1651,7949,37325,100677,160559
1652,5955,44818,133925,124082
1653,5947,13486,39187,149588
1654,5482,14062,28932,267671
1655,2738,25974,44319,534507
1656,12412,18562,31715,262238
1657,5101,16346,42316,474536
1658,4412,18675,120045,196250
1659,7082,17841,46487,178484
1660,8083,7617,99553,497697
1661,11158,15332,107617,167841
1662,8095,33694,53894,189557
1663,7008,43907,48745,147942
1664,3447,12145,38066,119788
1665,4907,9704,52539,296200
1666,6190,13191,54664,106872
1667,21855,7115,113450,206592
1668,7474,6747,88393,366330
1669,4375,23716,48428,159675
1670,5074,13386,66699,197480
1671,10393,9994,38175,216683
1672,3055,16895,80301,232249
1673,7124,36440,33713,136104
1674,4008,23080,54474,119591
1675,5232,27051,34330,275994
1676,9343,24328,68228,176309
1677,4772,12965,65792,497200
1678,13648,14627,52347,213127
1679,7247,19295,55704,207277
1680,10099,9978,79008,185817
1681,3265,16358,100037,142715
1682,3748,16653,41711,222578
1683,4283,19643,73372,547639
1684,7596,23673,211714,136881
1685,9427,26530,104159,207683
1686,3631,22696,44830,162326
1687,4990,14869,47877,166691
1688,5316,20319,38817,103002
1689,5510,37505,67437,218799
1690,4781,11363,40785,205256
1691,2988,64480,43175,153123
1692,9618,21607,33437,127027
1693,8048,18580,56587,174006
1694,4751,31709,36394,135071
1695,5649,32674,26454,215645
1696,7088,40063,143515,207993
1697,7314,14231,41838,259781
1698,5446,28700,65163,194111
1699,3173,10998,40851,310130
1700,5758,9715,39538,243357
1701,6129,16376,79664,191619
1702,3511,22316,47481,76740
1703,2916,25733,65343,183037
1704,7199,15363,48350,521294
1705,9178,13074,104160,126286
1706,7594,42820,63062,112827
1707,4586,12352,57889,132268
1708,8967,25420,42790,241751
1709,5169,12784,57801,235977
1710,3764,20578,26822,142481
1711,4473,15030,26297,112319
1712,5549,14612,32672,274613
1713,6576,18006,38964,126827
1714,6508,19147,35448,98331
1715,6294,27279,48124,170769
1716,13356,32197,69971,256109
1717,10778,13168,106698,167177
1718,10602,20740,58373,156048
1719,14623,9092,49343,106521
1720,4957,23019,48747,350754
1721,13790,19034,85213,122675
1722,10110,22846,25542,357628
1723,12233,47343,78724,187302
1724,4008,17110,31992,322927
1725,9970,15071,42197,268644
1726,5680,11473,84979,218472
1727,9638,31901,65497,170424
1728,2561,18837,31690,174963
1729,5380,12069,42865,91201
1730,4773,22250,75104,184172
1731,5229,11511,52224,265362
1732,5107,23033,44512,149521
1733,8362,16681,50958,95183
1734,12749,14734,25139,97696
1735,5869,11222,58015,150338
1736,6540,14065,67585,130819
1737,5322,20368,40938,219267
1738,8567,11580,64134,233076
1739,7153,14065,53785,413917
1740,16495,12511,72227,196849
1741,5488,18457,31540,272581
1742,4164,24125,45819,314843
1743,4952,17572,75362,213311
1744,5779,29099,100114,289960
1745,12836,15343,108541,237471
1746,18904,18399,53328,318146
1747,9112,11946,32357,210488
1748,7747,12925,66000,262735
1749,7662,24912,80315,192432
1750,8747,31968,30883,203082
1751,3713,15589,61173,97611
1752,11276,41174,44576,153339
1753,9081,22936,40431,182813
1754,7025,31053,118937,107760
1755,5835,22366,85508,146940
1756,7277,17786,132221,93280
1757,4355,22264,159390,124662
1758,6612,24145,76125,196527
1759,4137,11643,36660,192688
1760,5623,23037,39771,132199
1761,5536,33923,29424,113842
1762,9910,12249,67460,131266
1763,5793,17492,133403,113704
1764,9951,14222,64249,190121
1765,4539,14206,45550,137190
1766,3795,27284,51272,75252
1767,4204,16469,34358,88120
1768,5008,11500,103772,304848
1769,3958,8148,62909,260319
1770,7061,51182,32881,123378
1771,6128,19535,95552,305675
1772,6499,16826,58393,301751
1773,3928,17344,88906,107201
1774,11185,15242,124909,199406
1775,5729,16287,53020,227139
1776,7802,10468,40507,129016
1777,6962,39182,103167,197416
1778,9976,29771,43704,320980
1779,2662,15956,40965,142321
1780,7333,12415,66045,122966
1781,5025,19987,145428,114380
1782,5109,11653,40189,146274
1783,10368,17072,47561,143701
1784,3701,30526,58270,146655
1785,10249,22411,50480,154040
1786,6840,26905,76198,187979
1787,3125,13847,57470,108147
1788,5090,14854,58777,112377
1789,4734,39726,45800,345525
1790,4065,16854,29288,170206
1791,4690,18756,52740,242208
1792,5724,14870,62843,304422
1793,6061,12239,153968,514709
1794,6649,28554,102738,81771
1795,9536,34859,142342,137350
1796,4448,18606,47405,132337
1797,6078,21076,92263,175075
1798,4791,8040,29355,143916
1799,5546,23139,65245,328317
1800,5357,15768,33397,101191
1801,6828,18991,50601,125158
1802,11807,11310,59141,154442
1803,8772,23078,50342,192622
1804,4187,22903,35997,127926
1805,9077,22432,70283,90356
1806,12733,32624,55655,108588
1807,4610,18863,30725,88688
1808,4708,22087,40661,354416
1809,7985,18590,135128,155535
1810,5686,23993,61937,176868
1811,8648,28970,44150,233825
1812,5595,18807,76145,149256
1813,4642,17852,67054,94725
1814,7530,20353,42198,168328
1815,5442,18812,82713,153659
1816,11509,19749,78085,107383
1817,5811,11106,46431,137933
1818,7014,11111,74285,102354
1819,9514,13910,54885,455467
1820,5412,21919,86870,192242
1821,5641,18388,59099,226847
1822,8358,17712,87248,157476
1823,9139,12124,45282,88778
1824,5153,18383,57216,141037
1825,9535,11483,125745,296114
1826,8381,26889,56275,156319
1827,4677,18568,41183,206798
1828,11507,16145,51701,100839
1829,4548,20303,63343,115892
1830,8673,13140,111958,174464
1831,2407,15780,92531,139250
1832,4391,18773,48576,322017
1833,4878,11133,56480,401436
1834,8804,12962,32743,228883
1835,5043,14290,28268,157197
1836,12873,16248,71435,147136
1837,5528,33824,42367,228869
1838,4108,14677,65847,220114
1839,8101,30168,57946,514812
1840,5149,34030,108308,173302
1841,3787,9019,33564,138341
1842,3981,22578,80926,144745
1843,4485,12582,35920,213799
1844,7036,31993,53704,153203
1845,6023,25597,40306,231451
1846,9290,25465,55975,103245
1847,7083,17312,46628,252214
1848,8018,19255,51985,265336
1849,6011,10681,38592,130701
1850,13669,16883,180909,236249
1851,3763,36060,48148,90782
1852,7699,34572,42596,183385
1853,11520,16146,57879,349033
1854,9145,27390,59019,101449
1855,7426,21501,46553,198565
1856,9745,26430,40018,114803
1857,5889,10849,36089,168999
1858,2897,34202,78467,232856
1859,5314,13988,47665,206696
1860,3381,22274,181384,303850
1861,12353,18174,63579,155009
1862,11374,14105,97937,197465
1863,14314,35090,35346,302147
1864,3702,28391,48809,218204
1865,5595,23586,31327,142300
1866,12151,15594,52255,110787
1867,4510,13990,48152,96923
1868,8819,5947,37620,145384
1869,4682,13940,59062,405816
1870,7781,23672,72459,130544
1871,3939,16970,59321,284965
1872,17396,19856,85050,170879
1873,3702,16775,65869,227321
1874,6460,9954,79667,473580
1875,6396,32047,67485,194902
1876,6977,12212,90619,82662
1877,6458,16627,109355,398187
1878,4551,15864,222928,240473
1879,5747,15701,51776,225918
1880,7514,15783,89193,108877
1881,6837,15936,49676,150374
1882,9570,32020,62782,204523
1883,4579,13831,82082,121293
1884,6955,27951,83863,326879
1885,7290,12306,61459,249517
1886,6620,30909,48719,127062
1887,6942,16521,44095,290907
1888,6838,20371,43129,138601
1889,3211,21122,98144,306409
1890,8195,16284,56451,130013
1891,6450,17780,36961,453835
1892,5156,13468,58188,142388
1893,5673,36259,138337,91148
1894,2626,20497,48561,93829
1895,4190,35922,55611,165188
1896,6605,14552,35627,206929
1897,12271,16965,75233,187436
1898,5900,14787,64651,118618
1899,4767,9163,71916,183684
1900,5470,11070,86753,125880
1901,4948,14235,37519,100392
1902,7881,17952,52407,360199
1903,16911,23234,46613,228460
1904,3465,9824,27430,149333
1905,10528,16785,71743,214487
1906,7817,23474,64988,122291
1907,8649,13886,41103,149872
1908,12489,20831,49640,267498
1909,5586,31752,155221,133121
1910,4836,18623,136944,110230
1911,4194,15805,67212,148175
1912,5384,42283,113884,167488
1913,6120,7868,33109,525770
1914,6276,16637,44951,663611
1915,4375,11567,33609,183381
1916,3838,15349,71068,171142
1917,5914,31795,107720,186898
1918,5479,17198,119396,200014
1919,4648,22381,26490,170746
1920,4599,23703,94403,188542
1921,2962,15675,44751,219910
1922,8070,24145,51563,136146
1923,8616,12407,30443,167837
1924,4102,23927,42356,165972
